BEGIN_YEARMONTH,STATE_FIPS,BEGIN_TIME,TOR_F_SCALE,STATE,CZ_NAME,TOR_LENGTH,TOR_WIDTH
197603,31.0,1900,F1,NEBRASKA,DAWSON,0.8,50.0
197604,31.0,1630,F2,NEBRASKA,THAYER,4.1,33.0
197605,40.0,1323,F0,OKLAHOMA,MURRAY,0.1,10.0
197605,40.0,1729,F1,OKLAHOMA,JACKSON,0.3,30.0
197605,40.0,1729,F1,OKLAHOMA,JACKSON,0.3,30.0
197608,38.0,1525,F1,NORTH DAKOTA,BENSON,0.0,33.0
197608,38.0,1525,F1,NORTH DAKOTA,BENSON,0.0,33.0
197608,38.0,1455,F1,NORTH DAKOTA,CASS,0.5,17.0
197607,31.0,1605,F0,NEBRASKA,MORRILL,0.1,20.0
197607,31.0,1755,F0,NEBRASKA,CHEYENNE,0.1,20.0
197607,31.0,1955,F1,NEBRASKA,DAWES,0.1,20.0
197607,31.0,1958,F1,NEBRASKA,SHERIDAN,0.1,10.0
197607,31.0,1958,F2,NEBRASKA,SIOUX,0.3,30.0
197605,45.0,1700,F1,SOUTH CAROLINA,AIKEN,0.5,100.0
197607,38.0,1900,F1,NORTH DAKOTA,HETTINGER,7.4,50.0
197607,38.0,2030,F1,NORTH DAKOTA,MERCER,0.0,33.0
197607,38.0,2345,F0,NORTH DAKOTA,EMMONS,0.0,33.0
197607,38.0,1700,F1,NORTH DAKOTA,MERCER,0.5,50.0
197605,45.0,1235,F1,SOUTH CAROLINA,DORCHESTER,1.0,53.0
197607,37.0,1600,F1,NORTH CAROLINA,UNION,0.0,33.0
197607,37.0,1710,F1,NORTH CAROLINA,CARTERET,0.0,33.0
197607,37.0,1600,F1,NORTH CAROLINA,MACON,1.5,33.0
197605,45.0,1230,F1,SOUTH CAROLINA,COLLETON,4.3,33.0
197605,45.0,1330,F1,SOUTH CAROLINA,AIKEN,4.1,33.0
197609,21.0,1815,F1,KENTUCKY,CARROLL,0.2,100.0
197609,21.0,1830,F1,KENTUCKY,GRANT,1.0,120.0
197604,40.0,1815,F2,OKLAHOMA,LOVE,5.1,60.0
197605,33.0,1253,F2,NEW HAMPSHIRE,STRAFFORD,1.0,33.0
197607,38.0,2100,F1,NORTH DAKOTA,GOLDEN VALLEY,1.0,100.0
197604,31.0,1815,F1,NEBRASKA,YORK,0.0,33.0
197604,31.0,1900,F2,NEBRASKA,CLAY,11.1,100.0
197604,31.0,1855,F1,NEBRASKA,GAGE,9.5,60.0
197602,40.0,1655,F1,OKLAHOMA,OSAGE,0.5,33.0
197606,30.0,1600,0,MONTANA,BEAVERHEAD,3.0,33.0
197606,46.0,1845,F0,SOUTH DAKOTA,SULLY,1.0,10.0
197605,25.0,1300,F1,MASSACHUSETTS,WORCESTER,0.2,27.0
197603,42.0,1300,F1,PENNSYLVANIA,LEHIGH,2.3,50.0
197603,42.0,1300,F3,PENNSYLVANIA,MONROE,0.5,100.0
197603,26.0,1815,F4,MICHIGAN,OAKLAND,3.8,117.0
197603,26.0,1840,F3,MICHIGAN,MACOMB,17.1,100.0
197605,37.0,945,F2,NORTH CAROLINA,ANSON,12.8,67.0
197606,21.0,1730,F1,KENTUCKY,BOONE,0.0,33.0
197606,38.0,2310,F0,NORTH DAKOTA,EMMONS,0.0,33.0
197606,38.0,2315,F2,NORTH DAKOTA,STUTSMAN,0.0,33.0
197606,38.0,2345,F0,NORTH DAKOTA,WALSH,0.0,33.0
197606,38.0,10,0,NORTH DAKOTA,BARNES,0.2,10.0
197606,38.0,10,F1,NORTH DAKOTA,BARNES,0.0,33.0
197606,38.0,15,F2,NORTH DAKOTA,STEELE,0.0,33.0
197606,38.0,50,F2,NORTH DAKOTA,RAMSEY,0.0,33.0
197606,38.0,100,F1,NORTH DAKOTA,PEMBINA,0.0,33.0
197606,26.0,1445,F1,MICHIGAN,ALLEGAN,11.3,67.0
197606,26.0,1500,F1,MICHIGAN,OTTAWA,12.0,33.0
197603,26.0,1550,F1,MICHIGAN,KALAMAZOO,2.5,67.0
197603,26.0,1605,F2,MICHIGAN,HILLSDALE,0.0,83.0
197603,26.0,1610,F2,MICHIGAN,LENAWEE,0.0,33.0
197602,28.0,2030,F2,MISSISSIPPI,WASHINGTON,6.2,60.0
197603,26.0,1640,F2,MICHIGAN,HILLSDALE,3.6,133.0
197603,26.0,1645,F2,MICHIGAN,JACKSON,0.0,33.0
197603,26.0,1650,F2,MICHIGAN,JACKSON,2.0,90.0
197603,26.0,1520,F1,MICHIGAN,CALHOUN,6.2,50.0
197603,26.0,1530,F2,MICHIGAN,IONIA,9.9,50.0
197603,26.0,1550,F1,MICHIGAN,EATON,0.0,93.0
197603,26.0,1555,F1,MICHIGAN,INGHAM,18.9,33.0
197607,29.0,1330,F1,MISSOURI,JEFFERSON,0.2,20.0
197610,45.0,230,F0,SOUTH CAROLINA,CHESTERFIELD,0.1,100.0
197605,1.0,1630,F2,ALABAMA,JEFFERSON,0.2,50.0
197605,1.0,1750,F1,ALABAMA,MARSHALL,2.0,33.0
197605,5.0,1538,F1,ARKANSAS,GARLAND,0.3,20.0
197605,5.0,1729,F1,ARKANSAS,MILLER,1.0,30.0
197605,31.0,2044,F0,NEBRASKA,BANNER,0.1,30.0
197606,31.0,1745,F0,NEBRASKA,BROWN,0.2,50.0
197606,31.0,2330,F1,NEBRASKA,KNOX,0.2,40.0
197607,5.0,2015,F0,ARKANSAS,CARROLL,0.3,10.0
197608,5.0,1647,0,ARKANSAS,MARION,0.1,17.0
197608,31.0,2135,F1,NEBRASKA,KEITH,0.5,50.0
197609,31.0,1500,F0,NEBRASKA,CHERRY,0.5,20.0
197604,27.0,1600,F1,MINNESOTA,ST. LOUIS,11.3,200.0
197604,27.0,1615,F1,MINNESOTA,LAKE,9.6,33.0
197603,28.0,2053,F1,MISSISSIPPI,SUNFLOWER,4.3,250.0
197603,28.0,2230,F2,MISSISSIPPI,LAFAYETTE,1.0,100.0
197603,28.0,2355,F4,MISSISSIPPI,SIMPSON,18.5,880.0
197603,28.0,120,F2,MISSISSIPPI,PEARL RIVER,15.0,440.0
197603,28.0,250,F3,MISSISSIPPI,GEORGE,13.9,300.0
197603,28.0,1403,F4,MISSISSIPPI,MADISON,22.3,880.0
197603,28.0,1405,F4,MISSISSIPPI,COPIAH,28.8,880.0
197603,28.0,1430,F4,MISSISSIPPI,SIMPSON,22.6,33.0
197603,5.0,1507,F3,ARKANSAS,PULASKI,4.7,100.0
197603,5.0,1515,F3,ARKANSAS,LONOKE,12.5,100.0
197603,5.0,1525,F3,ARKANSAS,CLEBURNE,16.5,50.0
197603,5.0,1649,F1,ARKANSAS,LAWRENCE,1.0,100.0
197603,5.0,1700,F2,ARKANSAS,LAWRENCE,5.7,200.0
197603,5.0,1710,F2,ARKANSAS,CRAIGHEAD,9.5,33.0
197603,5.0,1720,F2,ARKANSAS,GREENE,4.9,33.0
197604,5.0,1655,F1,ARKANSAS,PULASKI,2.0,30.0
197604,5.0,605,F0,ARKANSAS,HEMPSTEAD,0.5,20.0
197604,5.0,1414,F0,ARKANSAS,WASHINGTON,0.3,10.0
197604,5.0,1450,F0,ARKANSAS,WASHINGTON,1.0,30.0
197604,5.0,1550,F2,ARKANSAS,CLEBURNE,2.0,30.0
197604,5.0,1745,F1,ARKANSAS,PHILLIPS,1.0,30.0
197603,1.0,2220,F2,ALABAMA,WINSTON,0.5,77.0
197603,1.0,2222,F0,ALABAMA,MADISON,0.5,20.0
197603,1.0,2222,F2,ALABAMA,MADISON,0.5,20.0
197603,1.0,2225,F1,ALABAMA,MADISON,4.5,40.0
197603,1.0,2245,F3,ALABAMA,CULLMAN,9.3,100.0
197603,1.0,2249,F0,ALABAMA,BLOUNT,0.0,33.0
197603,1.0,2250,F3,ALABAMA,BLOUNT,19.2,40.0
197603,1.0,2320,F0,ALABAMA,ETOWAH,0.0,33.0
197603,1.0,530,F1,ALABAMA,COFFEE,0.0,33.0
197603,1.0,1700,F0,ALABAMA,ST. CLAIR,0.0,33.0
197603,1.0,2010,F2,ALABAMA,CALHOUN,1.0,40.0
197603,1.0,1325,F0,ALABAMA,WILCOX,0.2,50.0
197603,1.0,930,F2,ALABAMA,COVINGTON,3.8,40.0
197606,30.0,2005,F2,MONTANA,FERGUS,0.0,33.0
197606,27.0,1800,F2,MINNESOTA,JACKSON,6.4,300.0
197606,27.0,1815,F2,MINNESOTA,COTTONWOOD,7.1,300.0
197605,28.0,1605,F2,MISSISSIPPI,LEE,16.9,100.0
197605,28.0,1630,F2,MISSISSIPPI,ITAWAMBA,3.3,100.0
197605,28.0,1730,F3,MISSISSIPPI,TISHOMINGO,5.4,300.0
197602,29.0,237,F3,MISSOURI,STODDARD,6.5,300.0
197606,27.0,2010,F2,MINNESOTA,BLUE EARTH,24.6,300.0
197606,27.0,2030,F2,MINNESOTA,LE SUEUR,0.0,300.0
197606,27.0,1710,F1,MINNESOTA,MARSHALL,8.8,100.0
197605,37.0,1110,F2,NORTH CAROLINA,MONTGOMERY,18.8,400.0
197605,37.0,1200,F0,NORTH CAROLINA,IREDELL,0.0,33.0
197605,37.0,1550,F2,NORTH CAROLINA,ROBESON,10.1,33.0
197605,37.0,1455,F1,NORTH CAROLINA,BRUNSWICK,0.1,13.0
197606,37.0,1500,F2,NORTH CAROLINA,DUPLIN,0.3,13.0
197606,37.0,1830,F2,NORTH CAROLINA,JACKSON,0.2,10.0
197606,40.0,2355,F1,OKLAHOMA,KIOWA,0.3,30.0
197606,40.0,1810,F0,OKLAHOMA,POTTAWATOMIE,1.5,30.0
197606,40.0,1815,F0,OKLAHOMA,POTTAWATOMIE,0.1,30.0
197603,5.0,1400,F1,ARKANSAS,HOT SPRING,7.9,50.0
197606,31.0,1125,F0,NEBRASKA,KEITH,0.2,30.0
197606,31.0,1230,F0,NEBRASKA,PERKINS,0.2,30.0
197606,31.0,1645,F1,NEBRASKA,DOUGLAS,1.0,50.0
197607,31.0,1715,F0,NEBRASKA,CUSTER,0.3,10.0
197607,31.0,1715,F1,NEBRASKA,LOGAN,0.3,30.0
197607,31.0,1805,F0,NEBRASKA,LINCOLN,0.3,20.0
197607,31.0,2000,F1,NEBRASKA,FRONTIER,0.5,30.0
197606,27.0,1635,F1,MINNESOTA,CARLTON,0.0,200.0
197606,27.0,1705,F1,MINNESOTA,MOWER,2.0,150.0
197606,27.0,1730,F1,MINNESOTA,LAKE,0.2,40.0
197603,26.0,2100,F2,MICHIGAN,BERRIEN,20.0,100.0
197603,26.0,2130,F2,MICHIGAN,VAN BUREN,24.8,100.0
197603,26.0,1430,F2,MICHIGAN,BERRIEN,10.1,83.0
197603,26.0,1519,F1,MICHIGAN,OTTAWA,12.0,83.0
197603,26.0,1535,F2,MICHIGAN,ST. JOSEPH,3.3,100.0
197606,27.0,130,F1,MINNESOTA,KITTSON,0.3,200.0
197606,27.0,1300,F1,MINNESOTA,ROSEAU,1.0,200.0
197602,29.0,15,F1,MISSOURI,WRIGHT,0.3,50.0
197602,29.0,30,F1,MISSOURI,HOWELL,0.8,37.0
197602,29.0,30,F2,MISSOURI,HOWELL,0.9,70.0
197602,29.0,30,F2,MISSOURI,HOWELL,0.9,37.0
197602,29.0,215,F3,MISSOURI,BUTLER,17.2,300.0
197604,5.0,1750,F0,ARKANSAS,WHITE,0.5,20.0
197603,29.0,1500,F1,MISSOURI,BUTLER,0.1,17.0
197603,29.0,1610,F1,MISSOURI,SCOTT,1.0,17.0
197603,29.0,1600,F3,MISSOURI,NEWTON,3.8,40.0
197603,29.0,1608,F1,MISSOURI,RANDOLPH,0.5,20.0
197603,29.0,1610,F3,MISSOURI,JASPER,4.3,40.0
197603,29.0,1615,F1,MISSOURI,BARRY,0.5,30.0
197603,29.0,1615,F3,MISSOURI,LAWRENCE,21.0,40.0
197604,29.0,1930,F0,MISSOURI,COOPER,0.3,17.0
197606,36.0,1420,F1,NEW YORK,CHAUTAUQUA,0.0,33.0
197606,36.0,1448,F1,NEW YORK,ERIE,0.3,30.0
197606,36.0,1615,F1,NEW YORK,ULSTER,1.1,100.0
197610,37.0,445,F1,NORTH CAROLINA,LENOIR,5.7,50.0
197606,45.0,1630,F1,SOUTH CAROLINA,SPARTANBURG,0.2,50.0
197606,45.0,1330,F1,SOUTH CAROLINA,DORCHESTER,0.2,27.0
197608,37.0,1330,F1,NORTH CAROLINA,BRUNSWICK,0.0,33.0
197610,37.0,1500,F1,NORTH CAROLINA,GUILFORD,0.7,13.0
197610,37.0,1500,F1,NORTH CAROLINA,DAVIDSON,0.5,13.0
197610,37.0,200,F1,NORTH CAROLINA,STANLY,3.6,40.0
197610,37.0,400,F2,NORTH CAROLINA,SCOTLAND,6.1,20.0
197606,36.0,1730,F0,NEW YORK,NASSAU,0.0,33.0
197606,36.0,1845,F2,NEW YORK,WASHINGTON,0.0,100.0
197603,36.0,1340,F1,NEW YORK,ULSTER,0.1,30.0
197603,36.0,1340,F2,NEW YORK,ULSTER,0.1,30.0
197609,35.0,1800,F0,NEW MEXICO,TORRANCE,4.1,7.0
197606,38.0,2250,F0,NORTH DAKOTA,NELSON,0.0,33.0
197603,45.0,2330,F1,SOUTH CAROLINA,CHARLESTON,0.5,10.0
197603,45.0,900,F1,SOUTH CAROLINA,ORANGEBURG,0.1,30.0
197603,45.0,1040,F1,SOUTH CAROLINA,HORRY,2.0,40.0
197605,45.0,1500,F1,SOUTH CAROLINA,GEORGETOWN,0.2,13.0
197605,45.0,130,F2,SOUTH CAROLINA,RICHLAND,3.8,40.0
197605,45.0,830,F1,SOUTH CAROLINA,DARLINGTON,6.9,30.0
197607,27.0,1710,F1,MINNESOTA,CASS,4.5,50.0
197603,40.0,1125,F1,OKLAHOMA,OKLAHOMA,0.5,20.0
197603,40.0,1210,F1,OKLAHOMA,TULSA,9.2,30.0
197603,40.0,1215,F1,OKLAHOMA,ROGERS,4.7,33.0
197603,40.0,1700,F2,OKLAHOMA,ALFALFA,16.6,200.0
197603,40.0,1450,F4,OKLAHOMA,LATIMER,1.9,440.0
197603,40.0,1500,F4,OKLAHOMA,LE FLORE,8.8,440.0
197603,40.0,1528,F5,OKLAHOMA,LE FLORE,11.9,440.0
197603,40.0,610,F2,OKLAHOMA,MCINTOSH,0.3,30.0
197604,40.0,140,F1,OKLAHOMA,HARMON,23.5,50.0
197604,40.0,350,F1,OKLAHOMA,KIOWA,5.2,30.0
197604,40.0,412,F4,OKLAHOMA,CADDO,32.9,440.0
197604,40.0,1425,F2,OKLAHOMA,JEFFERSON,3.8,440.0
197604,40.0,1435,F1,OKLAHOMA,COTTON,0.1,200.0
197603,42.0,1300,0,PENNSYLVANIA,GREENE,0.1,33.0
197603,42.0,1310,F1,PENNSYLVANIA,NORTHAMPTON,2.3,33.0
197602,39.0,2235,F2,OHIO,MAHONING,1.5,600.0
197601,39.0,1600,F1,OHIO,CLARK,0.0,10.0
197608,33.0,1600,F1,NEW HAMPSHIRE,MERRIMACK,0.0,33.0
197602,40.0,1720,F0,OKLAHOMA,GARVIN,3.8,20.0
197602,40.0,2130,F2,OKLAHOMA,SEQUOYAH,4.5,30.0
197608,38.0,1600,F1,NORTH DAKOTA,CASS,1.0,17.0
197608,38.0,1615,F2,NORTH DAKOTA,CASS,0.3,20.0
197608,38.0,1630,F1,NORTH DAKOTA,CASS,0.3,17.0
197608,38.0,1530,F1,NORTH DAKOTA,RAMSEY,0.0,33.0
197606,38.0,1505,F1,NORTH DAKOTA,RAMSEY,0.0,33.0
197606,38.0,1505,F1,NORTH DAKOTA,RAMSEY,0.0,33.0
197606,38.0,1745,0,NORTH DAKOTA,RICHLAND,0.0,33.0
197604,31.0,1845,F1,NEBRASKA,JEFFERSON,6.5,23.0
197606,38.0,1805,F1,NORTH DAKOTA,PIERCE,0.0,33.0
197606,38.0,1820,0,NORTH DAKOTA,SHERIDAN,0.0,33.0
197606,38.0,1851,F1,NORTH DAKOTA,EDDY,0.0,33.0
197606,38.0,1920,F1,NORTH DAKOTA,GRANT,0.0,33.0
197606,38.0,1950,F1,NORTH DAKOTA,MORTON,0.0,33.0
197607,39.0,1430,F2,OHIO,WAYNE,0.0,33.0
197609,39.0,1451,F0,OHIO,PUTNAM,0.5,17.0
197606,38.0,2000,0,NORTH DAKOTA,GRANT,0.0,33.0
197606,38.0,2000,F1,NORTH DAKOTA,GRANT,6.4,33.0
197606,38.0,2032,F1,NORTH DAKOTA,BURLEIGH,0.0,33.0
197606,38.0,2055,F1,NORTH DAKOTA,MORTON,0.0,33.0
197606,38.0,2055,F1,NORTH DAKOTA,RAMSEY,0.0,33.0
197606,38.0,2110,F1,NORTH DAKOTA,EMMONS,0.0,33.0
197606,38.0,2110,F1,NORTH DAKOTA,EMMONS,0.0,33.0
197606,38.0,2130,F1,NORTH DAKOTA,EMMONS,0.0,33.0
197606,38.0,2133,F1,NORTH DAKOTA,MORTON,0.0,33.0
197606,38.0,2222,F1,NORTH DAKOTA,WALSH,0.0,33.0
197608,4.0,1900,F1,ARIZONA,MOHAVE,0.0,33.0
197603,28.0,1635,F3,MISSISSIPPI,JEFFERSON,27.0,1583.0
197603,28.0,1700,F3,MISSISSIPPI,COPIAH,4.7,33.0
197608,23.0,1800,0,MAINE,YORK,0.3,50.0
197607,34.0,1100,F1,NEW JERSEY,HUDSON,3.0,50.0
197603,28.0,2120,F3,MISSISSIPPI,MONROE,18.7,1400.0
197604,35.0,1930,F2,NEW MEXICO,EDDY,0.0,33.0
197605,8.0,1225,F0,COLORADO,HUERFANO,0.1,20.0
197605,8.0,1455,F0,COLORADO,ELBERT,0.1,20.0
197605,8.0,1445,F0,COLORADO,WELD,0.1,20.0
197605,8.0,1514,F0,COLORADO,WELD,0.1,20.0
197605,8.0,1514,F0,COLORADO,WELD,0.1,20.0
197605,8.0,1530,F0,COLORADO,WELD,0.1,20.0
197605,8.0,1530,F0,COLORADO,WELD,0.0,33.0
197606,26.0,1530,F1,MICHIGAN,KENT,0.5,50.0
197603,28.0,1659,F1,MISSISSIPPI,MADISON,5.4,200.0
197605,4.0,1515,F0,ARIZONA,MARICOPA,2.0,13.0
197605,4.0,1515,F1,ARIZONA,MARICOPA,2.0,33.0
197605,4.0,1603,F0,ARIZONA,MARICOPA,0.1,17.0
197607,4.0,1638,F0,ARIZONA,YAVAPAI,0.1,17.0
197603,1.0,2100,F2,ALABAMA,LAUDERDALE,1.0,30.0
197603,1.0,2140,F1,ALABAMA,LAMAR,0.2,20.0
197603,1.0,2205,F2,ALABAMA,PICKENS,0.5,30.0
197603,1.0,2208,F1,ALABAMA,MADISON,4.5,100.0
197606,28.0,1515,F2,MISSISSIPPI,NEWTON,4.9,440.0
197606,28.0,1557,F1,MISSISSIPPI,PERRY,0.2,33.0
197606,28.0,1145,F2,MISSISSIPPI,ADAMS,1.0,100.0
197603,1.0,2027,F2,ALABAMA,MARENGO,18.4,200.0
197603,1.0,2030,F3,ALABAMA,AUTAUGA,16.5,100.0
197606,9.0,1830,F2,CONNECTICUT,LITCHFIELD,1.0,100.0
197605,31.0,1521,F0,NEBRASKA,GAGE,0.1,10.0
197603,1.0,2120,F3,ALABAMA,ELMORE,4.9,400.0
197603,1.0,2230,F1,ALABAMA,DALLAS,0.2,50.0
197603,1.0,2250,F2,ALABAMA,CHILTON,0.1,50.0
197603,1.0,725,F0,ALABAMA,COFFEE,0.5,50.0
197603,1.0,855,F2,ALABAMA,WASHINGTON,0.1,50.0
197608,8.0,2230,0,COLORADO,WELD,0.1,50.0
197608,8.0,2050,0,COLORADO,LOGAN,0.5,100.0
197608,8.0,2145,0,COLORADO,PHILLIPS,0.5,100.0
197608,8.0,2145,0,COLORADO,PHILLIPS,0.5,100.0
197609,8.0,1415,F1,COLORADO,ARAPAHOE,0.1,33.0
197609,8.0,1420,F0,COLORADO,ADAMS,0.1,33.0
197609,8.0,1420,F0,COLORADO,ADAMS,0.1,33.0
197609,8.0,1420,F0,COLORADO,ADAMS,0.1,33.0
197603,1.0,1650,F1,ALABAMA,SUMTER,1.0,150.0
197606,26.0,1730,F1,MICHIGAN,WEXFORD,0.0,133.0
197606,26.0,1735,F1,MICHIGAN,KALKASKA,0.0,33.0
197606,26.0,1710,F1,MICHIGAN,EATON,0.0,30.0
197606,26.0,1715,F1,MICHIGAN,CLINTON,0.0,33.0
197606,26.0,1730,F1,MICHIGAN,GLADWIN,1.0,33.0
197606,26.0,1725,F1,MICHIGAN,LENAWEE,1.0,50.0
197607,26.0,1435,F1,MICHIGAN,MACOMB,0.3,30.0
197607,26.0,1840,F2,MICHIGAN,KALKASKA,3.3,83.0
197607,26.0,1600,F1,MICHIGAN,KENT,2.0,40.0
197603,28.0,1930,F2,MISSISSIPPI,HUMPHREYS,11.0,33.0
197603,28.0,2015,F2,MISSISSIPPI,YAZOO,3.8,150.0
197603,28.0,2020,F1,MISSISSIPPI,MADISON,2.0,100.0
197603,28.0,2020,F3,MISSISSIPPI,WEBSTER,9.0,1400.0
197603,28.0,2035,F3,MISSISSIPPI,CLAY,21.7,1400.0
197603,28.0,1650,F2,MISSISSIPPI,NESHOBA,18.5,33.0
197603,28.0,1745,F1,MISSISSIPPI,NOXUBEE,11.2,100.0
197603,28.0,1835,F2,MISSISSIPPI,BOLIVAR,4.3,440.0
197603,28.0,1900,F2,MISSISSIPPI,ISSAQUENA,2.3,440.0
197603,28.0,1915,F2,MISSISSIPPI,SHARKEY,16.5,33.0
197603,28.0,2115,F2,MISSISSIPPI,LOWNDES,0.5,100.0
197603,5.0,1825,F3,ARKANSAS,CHICOT,2.3,27.0
197603,5.0,1545,F2,ARKANSAS,WASHINGTON,2.0,77.0
197603,5.0,1740,F3,ARKANSAS,YELL,16.1,100.0
197603,5.0,1850,F1,ARKANSAS,VAN BUREN,9.4,77.0
197603,5.0,1850,F3,ARKANSAS,WOODRUFF,9.6,70.0
197604,27.0,1800,F1,MINNESOTA,BECKER,0.1,33.0
197602,5.0,1512,F1,ARKANSAS,PULASKI,0.1,20.0
197602,5.0,1630,F1,ARKANSAS,MONROE,0.3,100.0
197602,5.0,2000,F2,ARKANSAS,ASHLEY,7.6,200.0
197602,5.0,2015,F2,ARKANSAS,CHICOT,11.9,200.0
197602,5.0,2020,F1,ARKANSAS,CHICOT,10.5,60.0
197602,5.0,2030,F2,ARKANSAS,CHICOT,10.0,200.0
197602,5.0,2355,F1,ARKANSAS,CONWAY,0.5,100.0
197603,26.0,1310,F3,MICHIGAN,GLADWIN,0.0,100.0
197603,26.0,1315,F3,MICHIGAN,OGEMAW,11.4,100.0
197603,26.0,1340,F3,MICHIGAN,OGEMAW,6.4,117.0
197603,26.0,1405,F1,MICHIGAN,IOSCO,2.5,83.0
197603,26.0,1420,F2,MICHIGAN,ALCONA,4.9,150.0
197604,26.0,1530,F1,MICHIGAN,MIDLAND,4.5,33.0
197604,26.0,1335,F2,MICHIGAN,SHIAWASSEE,3.0,83.0
197604,26.0,1430,F1,MICHIGAN,SHIAWASSEE,1.5,70.0
197604,26.0,1658,F1,MICHIGAN,CALHOUN,0.3,50.0
197605,26.0,1330,F1,MICHIGAN,OAKLAND,1.7,50.0
197604,8.0,630,F0,COLORADO,PROWERS,0.1,17.0
197604,8.0,1905,F0,COLORADO,BENT,0.1,17.0
197603,26.0,1545,F2,MICHIGAN,BRANCH,0.0,33.0
197602,28.0,650,F2,MISSISSIPPI,HINDS,12.7,27.0
197602,28.0,730,F3,MISSISSIPPI,LEAKE,21.7,200.0
197602,28.0,800,F3,MISSISSIPPI,NESHOBA,5.6,200.0
197603,28.0,1445,F1,MISSISSIPPI,PEARL RIVER,0.7,10.0
197603,28.0,1500,F4,MISSISSIPPI,RANKIN,8.5,33.0
197603,28.0,1630,F4,MISSISSIPPI,SMITH,25.2,33.0
197603,28.0,1755,F4,MISSISSIPPI,LAUDERDALE,15.4,33.0
197603,28.0,2328,F2,MISSISSIPPI,LINCOLN,0.2,50.0
197603,28.0,1350,F1,MISSISSIPPI,MADISON,3.0,100.0
197604,8.0,1730,F0,COLORADO,MORGAN,0.1,17.0
197604,8.0,1700,F0,COLORADO,OTERO,0.1,17.0
197605,8.0,1700,F0,COLORADO,SEDGWICK,0.1,20.0
197603,24.0,1235,F1,MARYLAND,CECIL,0.5,33.0
197603,24.0,1345,F2,MARYLAND,QUEEN ANNE'S,0.2,100.0
197604,28.0,1602,F1,MISSISSIPPI,MADISON,2.0,150.0
197604,28.0,1740,F3,MISSISSIPPI,COAHOMA,16.9,300.0
197604,28.0,1815,F3,MISSISSIPPI,QUITMAN,7.7,300.0
197604,28.0,1910,F2,MISSISSIPPI,LAFAYETTE,26.8,300.0
197604,28.0,1945,F2,MISSISSIPPI,PANOLA,13.3,300.0
197604,28.0,1945,F2,MISSISSIPPI,UNION,17.2,300.0
197605,31.0,1340,F0,NEBRASKA,KIMBALL,11.5,33.0
197605,28.0,930,F1,MISSISSIPPI,GREENE,0.3,150.0
197607,31.0,1945,F1,NEBRASKA,MORRILL,0.3,30.0
197604,24.0,1845,F1,MARYLAND,CARROLL,0.1,33.0
197608,24.0,1620,F1,MARYLAND,ANNE ARUNDEL,0.0,33.0
197603,28.0,1640,F2,MISSISSIPPI,NEWTON,1.3,250.0
197603,26.0,1240,F1,MICHIGAN,CLARE,2.0,67.0
197603,10.0,1300,0,DELAWARE,NEW CASTLE,0.1,10.0
197606,10.0,1230,F0,DELAWARE,SUSSEX,0.0,33.0
197605,19.0,1800,F1,IOWA,FREMONT,0.5,100.0
197604,19.0,2015,F2,IOWA,DALLAS,4.9,67.0
197604,19.0,1920,F1,IOWA,MARION,3.6,33.0
197603,18.0,1420,F0,INDIANA,BENTON,3.8,27.0
197603,18.0,1425,F1,INDIANA,TIPPECANOE,5.2,100.0
197603,18.0,1430,F3,INDIANA,NEWTON,13.9,250.0
197603,18.0,1435,F1,INDIANA,NEWTON,11.6,80.0
197603,18.0,1450,F3,INDIANA,JASPER,6.6,250.0
197603,18.0,1455,F3,INDIANA,JASPER,8.0,250.0
197603,18.0,1500,F1,INDIANA,JASPER,5.7,33.0
197603,18.0,1500,F3,INDIANA,STARKE,12.1,40.0
197603,18.0,1515,F1,INDIANA,MARSHALL,4.1,30.0
197603,18.0,1530,F4,INDIANA,CARROLL,3.6,300.0
197603,18.0,1559,F2,INDIANA,MARSHALL,11.6,77.0
197603,18.0,1610,F2,INDIANA,PUTNAM,13.2,200.0
197603,18.0,1625,F2,INDIANA,HENDRICKS,11.7,33.0
197603,18.0,1630,F0,INDIANA,HAMILTON,1.0,30.0
197603,17.0,2105,F1,ILLINOIS,TAZEWELL,1.5,600.0
197603,17.0,2130,F2,ILLINOIS,WOODFORD,0.5,33.0
197608,19.0,1415,F2,IOWA,CARROLL,2.0,100.0
197608,19.0,1730,0,IOWA,WAPELLO,1.0,30.0
197606,19.0,1745,F1,IOWA,MADISON,3.0,100.0
197606,19.0,1800,F1,IOWA,DALLAS,3.3,33.0
197606,19.0,1815,F1,IOWA,POLK,28.8,33.0
197606,19.0,1830,F1,IOWA,STORY,0.0,33.0
197606,20.0,1540,F1,KANSAS,BARTON,1.0,20.0
197604,42.0,1255,F0,PENNSYLVANIA,ALLEGHENY,0.1,33.0
197606,42.0,1400,0,PENNSYLVANIA,WESTMORELAND,1.5,33.0
197606,42.0,1420,F1,PENNSYLVANIA,WASHINGTON,1.3,33.0
197606,42.0,1630,F1,PENNSYLVANIA,PERRY,1.9,100.0
197606,42.0,1200,F1,PENNSYLVANIA,BERKS,0.8,53.0
197603,17.0,1315,F4,ILLINOIS,MACON,1.9,800.0
197603,17.0,1320,F4,ILLINOIS,PIATT,17.2,800.0
197603,17.0,1335,F4,ILLINOIS,CHAMPAIGN,29.7,800.0
197603,17.0,1425,F4,ILLINOIS,VERMILION,14.9,800.0
