BEGIN_YEARMONTH,STATE_FIPS,BEGIN_TIME,TOR_F_SCALE,STATE,CZ_NAME,TOR_LENGTH,TOR_WIDTH
201810,19.0,1448,EF0,IOWA,BENTON,0.01,10.0
201810,36.0,635,EF1,NEW YORK,SUFFOLK,1.96,100.0
201810,22.0,2325,EF1,LOUISIANA,RAPIDES,9.17,50.0
201810,22.0,2229,EF2,LOUISIANA,RAPIDES,16.01,500.0
201810,22.0,2316,EF0,LOUISIANA,CAMERON,0.15,50.0
201810,55.0,1808,EF0,WISCONSIN,SHAWANO,0.99,25.0
201810,40.0,1610,EF0,OKLAHOMA,KIOWA,0.1,10.0
201810,40.0,658,EF1,OKLAHOMA,LOVE,1.0,100.0
201810,42.0,1405,EF1,PENNSYLVANIA,CRAWFORD,3.5,75.0
201810,48.0,1313,EF0,TEXAS,NAVARRO,1.09,150.0
201810,48.0,1503,EF0,TEXAS,FREESTONE,4.14,60.0
201810,29.0,1654,EF0,MISSOURI,NODAWAY,2.18,50.0
201810,42.0,1701,EF0,PENNSYLVANIA,LACKAWANNA,0.1,50.0
201810,42.0,1333,EF2,PENNSYLVANIA,CRAWFORD,4.1,50.0
201810,42.0,1432,EF1,PENNSYLVANIA,CRAWFORD,3.0,25.0
201810,42.0,1711,EF0,PENNSYLVANIA,LACKAWANNA,0.15,75.0
201810,42.0,1603,EF2,PENNSYLVANIA,LYCOMING,2.17,300.0
201810,42.0,1605,EF0,PENNSYLVANIA,ELK,0.17,20.0
201810,42.0,1603,EF0,PENNSYLVANIA,JEFFERSON,4.81,50.0
201807,8.0,1549,EF2,COLORADO,MORGAN,0.1,75.0
201810,42.0,1443,EF1,PENNSYLVANIA,WARREN,0.84,75.0
201810,40.0,1638,EF0,OKLAHOMA,MURRAY,0.65,20.0
201810,42.0,1626,EF1,PENNSYLVANIA,GREENE,1.67,200.0
201810,48.0,1602,EFU,TEXAS,TERRY,0.52,30.0
201810,40.0,1639,EF0,OKLAHOMA,GARVIN,0.35,20.0
201810,40.0,1846,EF0,OKLAHOMA,OSAGE,1.5,225.0
201810,25.0,1513,EF1,MASSACHUSETTS,BRISTOL,0.8,170.0
201810,48.0,1748,EF1,TEXAS,NACOGDOCHES,1.5,100.0
201811,28.0,2258,EF0,MISSISSIPPI,PONTOTOC,0.18,50.0
201811,21.0,2153,EF0,KENTUCKY,EDMONSON,0.3,65.0
201811,28.0,2319,EF1,MISSISSIPPI,ITAWAMBA,5.1,300.0
201811,21.0,2252,EF1,KENTUCKY,ADAIR,3.8,150.0
201811,5.0,2309,EF2,ARKANSAS,CRAWFORD,5.6,600.0
201811,40.0,2128,EF0,OKLAHOMA,MUSKOGEE,1.8,400.0
201811,40.0,2130,EF1,OKLAHOMA,SEQUOYAH,5.3,400.0
201811,22.0,235,EF2,LOUISIANA,WASHINGTON,2.25,200.0
201811,22.0,237,EF1,LOUISIANA,TANGIPAHOA,0.61,50.0
201811,40.0,2136,EF0,OKLAHOMA,OSAGE,1.5,200.0
201811,12.0,1815,EF0,FLORIDA,OKALOOSA,0.01,10.0
201811,12.0,1133,EF0,FLORIDA,SANTA ROSA,0.3,80.0
201811,22.0,254,EF2,LOUISIANA,WASHINGTON,0.66,200.0
201811,22.0,257,EF1,LOUISIANA,TANGIPAHOA,0.51,75.0
201811,22.0,323,EF0,LOUISIANA,ST. TAMMANY,0.29,30.0
201811,21.0,2340,EF0,KENTUCKY,MARION,2.0,60.0
201811,40.0,2147,EF2,OKLAHOMA,CHEROKEE,19.8,1100.0
201811,12.0,1413,EF1,FLORIDA,PINELLAS,1.7,75.0
201811,40.0,2143,EF1,OKLAHOMA,SEQUOYAH,2.4,900.0
201811,12.0,1424,EF1,FLORIDA,PASCO,0.78,125.0
201811,40.0,2213,EF1,OKLAHOMA,ADAIR,0.8,900.0
201811,40.0,2214,EF1,OKLAHOMA,CHEROKEE,0.5,900.0
201811,1.0,217,EF1,ALABAMA,LAMAR,1.01,115.0
201811,28.0,540,EF1,MISSISSIPPI,JACKSON,4.08,100.0
201811,40.0,2215,EF2,OKLAHOMA,ADAIR,18.4,1000.0
201811,47.0,116,EF2,TENNESSEE,FRANKLIN,15.59,500.0
201811,28.0,453,EF1,MISSISSIPPI,HARRISON,7.22,150.0
201811,28.0,524,EF1,MISSISSIPPI,JACKSON,3.21,100.0
201811,40.0,2239,EF1,OKLAHOMA,DELAWARE,5.1,800.0
201811,1.0,1112,EF0,ALABAMA,CHAMBERS,0.48,50.0
201811,1.0,18,EF0,ALABAMA,COLBERT,1.18,75.0
201811,1.0,2316,EF1,ALABAMA,LAUDERDALE,3.54,200.0
201811,5.0,2317,EF1,ARKANSAS,CRAWFORD,8.7,700.0
201811,12.0,1422,EF1,FLORIDA,HERNANDO,0.71,100.0
201811,12.0,1522,EF1,FLORIDA,PASCO,1.21,75.0
201811,40.0,2058,EF0,OKLAHOMA,JOHNSTON,0.9,60.0
201811,1.0,235,EF1,ALABAMA,JACKSON,3.88,215.0
201811,1.0,1113,EF0,ALABAMA,LEE,0.04,50.0
201811,1.0,1114,EF0,ALABAMA,CHAMBERS,2.13,50.0
201811,22.0,1644,EF2,LOUISIANA,SABINE,2.24,100.0
201811,1.0,505,EF0,ALABAMA,FRANKLIN,1.95,90.0
201811,22.0,1647,EF2,LOUISIANA,NATCHITOCHES,3.61,475.0
201811,22.0,1709,EF1,LOUISIANA,WINN,3.11,100.0
201811,51.0,1814,EF2,VIRGINIA,HALIFAX,1.74,300.0
201811,12.0,1417,EF1,FLORIDA,PASCO,0.27,50.0
201811,1.0,608,EF0,ALABAMA,CHOCTAW,0.14,100.0
201811,22.0,1725,EF2,LOUISIANA,NATCHITOCHES,13.22,400.0
201811,22.0,1749,EF2,LOUISIANA,WINN,6.43,100.0
201811,22.0,1730,EF1,LOUISIANA,WINN,1.17,300.0
201811,22.0,1735,EF1,LOUISIANA,BIENVILLE,4.12,75.0
201811,22.0,1611,EF1,LOUISIANA,NATCHITOCHES,1.74,200.0
201811,22.0,1624,EF1,LOUISIANA,WINN,3.08,50.0
201811,22.0,1650,EF1,LOUISIANA,WINN,0.42,50.0
201811,28.0,2259,EF2,MISSISSIPPI,LEE,10.21,200.0
201811,28.0,313,EF0,MISSISSIPPI,CALHOUN,0.39,75.0
201808,55.0,1508,EF0,WISCONSIN,FOND DU LAC,0.14,50.0
201808,55.0,1527,EF1,WISCONSIN,FOND DU LAC,4.01,100.0
201808,55.0,1530,EF0,WISCONSIN,FOND DU LAC,0.04,80.0
201808,55.0,1511,EF2,WISCONSIN,DODGE,3.19,150.0
201808,55.0,1536,EF1,WISCONSIN,SHEBOYGAN,5.33,100.0
201808,55.0,1557,EF0,WISCONSIN,SHEBOYGAN,0.3,75.0
201808,55.0,1400,EF1,WISCONSIN,MARQUETTE,0.65,50.0
201808,55.0,1403,EF1,WISCONSIN,MARQUETTE,1.78,75.0
201808,55.0,1417,EF1,WISCONSIN,GREEN LAKE,3.12,90.0
201808,55.0,1512,EF1,WISCONSIN,DODGE,2.68,100.0
201808,55.0,1514,EF1,WISCONSIN,FOND DU LAC,0.72,150.0
201812,17.0,1609,EF1,ILLINOIS,MONTGOMERY,8.03,75.0
201808,55.0,1509,EF1,WISCONSIN,FOND DU LAC,0.92,100.0
201808,55.0,1455,EF1,WISCONSIN,FOND DU LAC,4.57,175.0
201806,47.0,1136,EF1,TENNESSEE,HICKMAN,2.45,75.0
201808,55.0,1522,EF1,WISCONSIN,FOND DU LAC,4.47,90.0
201808,55.0,1504,EF1,WISCONSIN,FOND DU LAC,4.44,100.0
201808,55.0,1516,EF1,WISCONSIN,FOND DU LAC,2.83,100.0
201808,55.0,1511,EF1,WISCONSIN,FOND DU LAC,0.15,80.0
201808,55.0,1447,EF0,WISCONSIN,DANE,0.7,25.0
201808,55.0,1901,EF0,WISCONSIN,WALWORTH,0.7,150.0
201808,55.0,1425,EF0,WISCONSIN,GREEN LAKE,2.09,50.0
201808,55.0,1500,EF0,WISCONSIN,FOND DU LAC,0.62,50.0
201811,24.0,1919,EF1,MARYLAND,HOWARD,0.59,200.0
201811,24.0,2042,EF1,MARYLAND,BALTIMORE CITY (C),1.5,150.0
201811,24.0,1920,EF2,MARYLAND,CARROLL,4.86,400.0
201808,8.0,536,EF0,COLORADO,WELD,0.01,50.0
201811,24.0,2044,EF1,MARYLAND,BALTIMORE,1.22,150.0
201811,47.0,139,EF1,TENNESSEE,GRUNDY,15.2,700.0
201811,47.0,2302,EF0,TENNESSEE,HICKMAN,2.8,50.0
201811,47.0,127,EF0,TENNESSEE,COFFEE,3.63,300.0
201807,8.0,1547,EF2,COLORADO,MORGAN,3.58,300.0
201811,47.0,129,EF0,TENNESSEE,WHITE,4.02,150.0
201811,47.0,2309,EF0,TENNESSEE,HICKMAN,0.72,75.0
201811,47.0,2310,EF0,TENNESSEE,MAURY,0.54,75.0
201811,47.0,50,EF1,TENNESSEE,CANNON,3.94,350.0
201807,8.0,1554,EF2,COLORADO,WASHINGTON,3.48,300.0
201810,4.0,1722,EF0,ARIZONA,YUMA,0.14,50.0
201810,4.0,1659,EF0,ARIZONA,LA PAZ,0.01,50.0
201811,47.0,16,EF2,TENNESSEE,BEDFORD,1.94,100.0
201807,8.0,1229,EF0,COLORADO,PARK,0.01,50.0
201811,47.0,55,EF1,TENNESSEE,DEKALB,4.78,350.0
201811,47.0,131,EF2,TENNESSEE,GRUNDY,10.2,500.0
201810,4.0,1615,EF0,ARIZONA,MARICOPA,3.73,100.0
201811,37.0,1410,EF2,NORTH CAROLINA,CARTERET,2.8,75.0
201811,37.0,1440,EF0,NORTH CAROLINA,CARTERET,0.5,40.0
201811,37.0,445,EF1,NORTH CAROLINA,CARTERET,2.0,150.0
201811,28.0,109,EF2,MISSISSIPPI,ADAMS,0.99,200.0
201811,22.0,28,EF1,LOUISIANA,CONCORDIA,5.09,900.0
201810,48.0,556,EF2,TEXAS,TOM GREEN,3.01,644.0
201802,47.0,2050,EF1,TENNESSEE,MONTGOMERY,5.31,150.0
201811,28.0,131,EF1,MISSISSIPPI,CLAIBORNE,3.53,200.0
201811,22.0,30,EF1,LOUISIANA,CONCORDIA,0.85,150.0
201811,22.0,31,EF0,LOUISIANA,CATAHOULA,0.2,50.0
201811,28.0,139,EF1,MISSISSIPPI,FRANKLIN,13.6,400.0
201811,28.0,130,EF1,MISSISSIPPI,CLAIBORNE,1.06,200.0
201811,22.0,33,EF0,LOUISIANA,CATAHOULA,2.4,500.0
201811,22.0,24,EF1,LOUISIANA,CATAHOULA,2.59,300.0
201811,28.0,200,EF0,MISSISSIPPI,HINDS,0.84,150.0
201811,28.0,233,EF1,MISSISSIPPI,MADISON,1.28,300.0
201811,28.0,253,EF0,MISSISSIPPI,RANKIN,2.84,200.0
201811,28.0,320,EF1,MISSISSIPPI,SCOTT,9.41,550.0
201811,22.0,13,EF1,LOUISIANA,AVOYELLES,11.46,350.0
201811,28.0,124,EF0,MISSISSIPPI,OKTIBBEHA,1.09,50.0
201811,22.0,30,EF0,LOUISIANA,CATAHOULA,1.12,100.0
201811,28.0,422,EF0,MISSISSIPPI,WINSTON,2.03,75.0
201811,28.0,330,EF1,MISSISSIPPI,SMITH,4.08,300.0
201811,28.0,401,EF0,MISSISSIPPI,SMITH,0.66,50.0
201811,22.0,0,EF2,LOUISIANA,AVOYELLES,5.66,800.0
201811,28.0,329,EF0,MISSISSIPPI,RANKIN,0.42,50.0
201811,28.0,126,EF0,MISSISSIPPI,LOWNDES,5.49,100.0
201811,28.0,210,EF1,MISSISSIPPI,FRANKLIN,2.99,500.0
201811,28.0,203,EF1,MISSISSIPPI,YAZOO,3.95,560.0
201811,48.0,1400,EF0,TEXAS,JEFFERSON,0.17,50.0
201811,28.0,229,EF0,MISSISSIPPI,COPIAH,2.19,200.0
201810,48.0,917,EF0,TEXAS,MCCULLOCH,0.53,200.0
201807,29.0,332,EF0,MISSOURI,CAMDEN,0.12,75.0
201811,28.0,402,EF1,MISSISSIPPI,SCOTT,3.35,150.0
201811,28.0,104,EF1,MISSISSIPPI,ADAMS,4.98,250.0
201811,47.0,2311,EF0,TENNESSEE,HICKMAN,0.84,75.0
201807,8.0,1531,EF2,COLORADO,MORGAN,8.55,400.0
201807,8.0,1801,EF0,COLORADO,LOGAN,0.01,50.0
201807,8.0,1446,EF0,COLORADO,PARK,0.01,50.0
201807,8.0,1537,EF2,COLORADO,MORGAN,7.65,500.0
201807,8.0,1428,EF0,COLORADO,WELD,0.01,50.0
201811,37.0,1406,EF0,NORTH CAROLINA,CARTERET,0.35,70.0
201802,47.0,2119,EF1,TENNESSEE,ROBERTSON,3.59,150.0
201802,47.0,1553,EF1,TENNESSEE,ROBERTSON,1.24,150.0
201802,47.0,2103,EF2,TENNESSEE,MONTGOMERY,4.07,200.0
201810,48.0,1356,EF0,TEXAS,COLORADO,1.4,100.0
201810,48.0,2054,EF0,TEXAS,BRAZORIA,0.08,30.0
201810,48.0,2057,EF1,TEXAS,CHAMBERS,0.38,100.0
201904,51.0,1631,EF1,VIRGINIA,NELSON,1.52,125.0
201904,51.0,1955,EF0,VIRGINIA,FAIRFAX,4.12,100.0
201904,24.0,1419,EF1,MARYLAND,BALTIMORE,2.94,150.0
201908,20.0,1847,EF1,KANSAS,CHEYENNE,1.23,175.0
201904,28.0,150,EF1,MISSISSIPPI,JACKSON,1.1,50.0
201904,22.0,1919,EF0,LOUISIANA,JEFFERSON,2.58,50.0
201908,8.0,1831,EFU,COLORADO,CHEYENNE,0.71,50.0
201912,1.0,1850,EF0,ALABAMA,LIMESTONE,5.07,50.0
201905,22.0,102,EF0,LOUISIANA,NATCHITOCHES,1.19,80.0
201909,37.0,802,EF2,NORTH CAROLINA,CARTERET,13.0,200.0
201904,28.0,1022,EF1,MISSISSIPPI,HANCOCK,0.25,25.0
201909,37.0,1330,EF0,NORTH CAROLINA,CRAVEN,5.7,75.0
201909,37.0,1600,EF0,NORTH CAROLINA,CRAVEN,0.1,75.0
201906,8.0,1258,EFU,COLORADO,KIT CARSON,0.66,100.0
201906,20.0,1535,EFU,KANSAS,CHEYENNE,1.29,100.0
201904,10.0,238,EF2,DELAWARE,SUSSEX,6.2,400.0
201906,30.0,1638,EF0,MONTANA,WHEATLAND,0.39,50.0
201905,31.0,1843,EFU,NEBRASKA,RICHARDSON,1.68,50.0
201905,13.0,1553,EF1,GEORGIA,CHATHAM,2.2,170.0
201905,31.0,1855,EF0,NEBRASKA,NEMAHA,0.8,50.0
201908,16.0,1255,EF0,IDAHO,CASSIA,1.0,10.0
201904,29.0,2102,EF0,MISSOURI,PHELPS,0.4,50.0
201904,29.0,0,EF0,MISSOURI,DADE,1.04,200.0
201903,28.0,1431,EF0,MISSISSIPPI,TIPPAH,0.03,50.0
201903,47.0,1526,EF0,TENNESSEE,HARDIN,0.32,50.0
201901,13.0,610,EF1,GEORGIA,CLAY,0.23,90.0
201901,1.0,438,EF0,ALABAMA,HENRY,0.15,35.0
201905,12.0,1140,EF0,FLORIDA,PINELLAS,0.39,50.0
201904,29.0,1716,EF0,MISSOURI,DOUGLAS,1.84,50.0
201904,29.0,1715,EF0,MISSOURI,CHRISTIAN,0.02,50.0
201904,29.0,1744,EF1,MISSOURI,DOUGLAS,8.57,200.0
201904,29.0,2051,EF1,MISSOURI,TEXAS,5.64,100.0
201902,45.0,1848,EF1,SOUTH CAROLINA,ORANGEBURG,0.61,125.0
201901,12.0,1822,EF1,FLORIDA,BAY,0.8,50.0
201901,6.0,1159,EF0,CALIFORNIA,SANTA CRUZ,0.07,6.67
201901,1.0,1458,EF1,ALABAMA,COOSA,1.7,112.0
201901,28.0,642,EF1,MISSISSIPPI,LEAKE,1.4,250.0
201901,1.0,1347,EF1,ALABAMA,DALLAS,5.26,75.0
201901,39.0,1020,EF1,OHIO,TRUMBULL,4.5,75.0
201901,17.0,1605,EFU,ILLINOIS,WILL,0.06,25.0
201901,6.0,1520,EF1,CALIFORNIA,FRESNO,0.25,20.0
201901,6.0,1219,EF0,CALIFORNIA,SANTA CRUZ,0.54,6.67
201901,1.0,1404,EF1,ALABAMA,AUTAUGA,9.08,400.0
201901,28.0,738,EF0,MISSISSIPPI,RANKIN,2.72,150.0
201901,28.0,744,EF1,MISSISSIPPI,RANKIN,2.45,150.0
201901,12.0,620,EF0,FLORIDA,SEMINOLE,0.49,175.0
201901,28.0,843,EF0,MISSISSIPPI,NESHOBA,0.26,50.0
201901,1.0,1354,EF0,ALABAMA,AUTAUGA,0.87,75.0
201901,42.0,1125,EF1,PENNSYLVANIA,MERCER,2.8,400.0
201901,1.0,1452,EF2,ALABAMA,ELMORE,18.11,700.0
201901,12.0,1952,EF0,FLORIDA,MIAMI-DADE,0.44,100.0
201901,12.0,918,EF0,FLORIDA,PALM BEACH,0.22,25.0
201905,12.0,1027,EF1,FLORIDA,MARION,0.93,100.0
201904,39.0,732,EF0,OHIO,CLARK,0.75,25.0
201905,31.0,1640,EFU,NEBRASKA,HITCHCOCK,0.25,75.0
201904,39.0,734,EFU,OHIO,CLARK,0.96,25.0
201906,20.0,1753,EFU,KANSAS,SHERMAN,0.01,50.0
201910,51.0,1704,EF0,VIRGINIA,ROCKINGHAM,0.54,25.0
201904,22.0,25,EF1,LOUISIANA,BIENVILLE,1.03,200.0
201902,35.0,1520,EF0,NEW MEXICO,MCKINLEY,0.24,30.0
201904,22.0,2311,EF1,LOUISIANA,DE SOTO,10.0,900.0
201911,22.0,1846,EFU,LOUISIANA,MADISON,1.0,25.0
201904,22.0,12,EF1,LOUISIANA,BIENVILLE,2.52,150.0
201905,31.0,1655,EF2,NEBRASKA,RED WILLOW,6.0,350.0
201908,20.0,1934,EF1,KANSAS,WABAUNSEE,6.73,150.0
201903,5.0,1024,EF1,ARKANSAS,PULASKI,2.43,150.0
201903,5.0,1026,EF1,ARKANSAS,LONOKE,3.92,150.0
201901,22.0,945,EF1,LOUISIANA,WASHINGTON,1.2,75.0
201901,22.0,922,EF1,LOUISIANA,TANGIPAHOA,0.25,40.0
201903,1.0,1510,EF1,ALABAMA,CULLMAN,11.07,112.0
201903,21.0,910,EF1,KENTUCKY,UNION,9.86,125.0
201903,21.0,1014,EF0,KENTUCKY,HENDERSON,1.25,100.0
201903,21.0,1027,EF0,KENTUCKY,GRAVES,0.68,75.0
201903,1.0,1651,EF1,ALABAMA,GENEVA,5.12,300.0
201903,13.0,1858,EF1,GEORGIA,LIBERTY,7.84,350.0
201903,18.0,1251,EF0,INDIANA,LAKE,1.46,75.0
201903,5.0,1048,EF1,ARKANSAS,LONOKE,8.38,300.0
201903,5.0,1102,EF1,ARKANSAS,PRAIRIE,2.42,300.0
201903,5.0,1057,EF1,ARKANSAS,LONOKE,3.92,100.0
201903,5.0,1103,EF1,ARKANSAS,PRAIRIE,1.23,100.0
201903,21.0,1142,EF0,KENTUCKY,WEBSTER,0.35,100.0
201903,1.0,1639,EF0,ALABAMA,HENRY,3.37,75.0
201902,1.0,154,EF1,ALABAMA,COOSA,5.01,550.0
201903,1.0,1921,EF0,ALABAMA,COOSA,0.62,40.0
201903,48.0,237,EF1,TEXAS,PARKER,0.75,250.0
201903,13.0,1902,EF1,GEORGIA,MILLER,4.14,150.0
201910,5.0,322,EF1,ARKANSAS,COLUMBIA,5.05,300.0
201903,29.0,1947,EF2,MISSOURI,BOLLINGER,10.3,250.0
201903,13.0,1954,EF2,GEORGIA,GRADY,2.68,800.0
201903,12.0,2042,EF0,FLORIDA,WAKULLA,0.66,50.0
201902,28.0,1653,EF0,MISSISSIPPI,LOWNDES,0.47,150.0
201903,13.0,1630,EF0,GEORGIA,JEFF DAVIS,0.01,25.0
201903,13.0,1722,EF0,GEORGIA,WAYNE,0.27,50.0
201903,21.0,1215,EF0,KENTUCKY,WEBSTER,2.27,50.0
201902,18.0,1147,EF0,INDIANA,KNOX,2.96,300.0
201903,35.0,1655,EF2,NEW MEXICO,CHAVES,15.19,350.0
201903,48.0,2137,EFU,TEXAS,LAMB,1.66,125.0
201904,13.0,1105,EF0,GEORGIA,CAMDEN,0.43,10.0
201902,28.0,453,EF1,MISSISSIPPI,LEAKE,4.22,500.0
201903,48.0,225,EF1,TEXAS,PALO PINTO,2.3,250.0
201910,5.0,321,EF1,ARKANSAS,LAFAYETTE,0.29,300.0
201910,48.0,1836,EF0,TEXAS,PANOLA,0.8,150.0
201903,12.0,1628,EF0,FLORIDA,WALTON,11.93,400.0
201903,35.0,1708,EF2,NEW MEXICO,EDDY,14.7,880.0
201903,21.0,1143,EF0,KENTUCKY,HENDERSON,0.88,100.0
201910,48.0,208,EF1,TEXAS,CASS,9.09,150.0
201910,22.0,1942,EF1,LOUISIANA,CADDO,3.59,350.0
201903,12.0,1941,EF1,FLORIDA,GADSDEN,2.07,275.0
201903,45.0,1817,EF0,SOUTH CAROLINA,ABBEVILLE,1.54,75.0
201902,28.0,1714,EF3,MISSISSIPPI,LOWNDES,9.74,440.0
201903,13.0,1918,EF1,GEORGIA,DECATUR,4.53,150.0
201903,12.0,2006,EF0,FLORIDA,WAKULLA,18.37,300.0
201903,29.0,1531,EF0,MISSOURI,CRAWFORD,5.75,100.0
201903,8.0,1515,EF0,COLORADO,EL PASO,1.17,25.0
201903,8.0,1714,EF0,COLORADO,WELD,0.01,75.0
201903,28.0,1717,EF0,MISSISSIPPI,MONTGOMERY,0.38,25.0
201903,6.0,1215,EF0,CALIFORNIA,FRESNO,0.17,10.0
201903,13.0,1945,EF1,GEORGIA,TIFT,0.72,180.0
201903,12.0,1733,EF1,FLORIDA,WASHINGTON,2.94,300.0
201903,29.0,1831,EF1,MISSOURI,MADISON,4.24,250.0
201904,20.0,1435,EFU,KANSAS,WALLACE,1.9,100.0
201903,13.0,1745,EF0,GEORGIA,CLAY,7.45,75.0
201903,12.0,1737,EF1,FLORIDA,JACKSON,2.35,300.0
201903,48.0,2055,EF1,TEXAS,ANDREWS,0.81,880.0
201903,21.0,818,EF1,KENTUCKY,CARLISLE,2.22,125.0
201904,22.0,159,EF0,LOUISIANA,LA SALLE,8.77,700.0
201903,12.0,2024,EF2,FLORIDA,JEFFERSON,3.76,700.0
201904,6.0,1500,EFU,CALIFORNIA,SAN DIEGO,0.31,50.0
201903,21.0,820,EF2,KENTUCKY,BALLARD,3.32,300.0
201903,21.0,823,EF2,KENTUCKY,MCCRACKEN,11.17,300.0
201903,13.0,1703,EF1,GEORGIA,QUITMAN,6.98,860.0
201903,45.0,1913,EF1,SOUTH CAROLINA,RICHLAND,1.46,150.0
201903,45.0,1933,EF1,SOUTH CAROLINA,RICHLAND,0.6,200.0
201903,45.0,1803,EF0,SOUTH CAROLINA,ORANGEBURG,0.17,25.0
201904,37.0,1740,EF0,NORTH CAROLINA,HARNETT,4.9,100.0
201903,22.0,1113,EF1,LOUISIANA,BOSSIER,2.87,100.0
201903,1.0,1558,EF2,ALABAMA,BARBOUR,4.2,600.0
201904,48.0,1536,EF1,TEXAS,CLAY,10.0,300.0
201904,48.0,1749,EFU,TEXAS,STONEWALL,2.35,30.0
201903,22.0,1045,EF1,LOUISIANA,CADDO,8.46,100.0
201903,18.0,1306,EF1,INDIANA,JACKSON,1.24,40.0
201904,24.0,231,EF0,MARYLAND,DORCHESTER,0.5,100.0
201904,48.0,624,EF0,TEXAS,BEE,0.58,30.0
201904,5.0,1405,EF1,ARKANSAS,BOONE,6.61,400.0
201903,22.0,1124,EF1,LOUISIANA,WEBSTER,0.8,75.0
201903,12.0,2018,EF3,FLORIDA,LEON,5.07,700.0
201904,18.0,1852,EF1,INDIANA,JENNINGS,0.05,30.0
201903,1.0,1337,EF1,ALABAMA,WASHINGTON,2.57,100.0
201903,1.0,1434,EF1,ALABAMA,BUTLER,0.27,50.0
201903,1.0,1438,EF1,ALABAMA,CRENSHAW,2.65,50.0
201903,26.0,1747,EF0,MICHIGAN,SHIAWASSEE,6.4,100.0
201904,18.0,1819,EF1,INDIANA,JENNINGS,0.33,30.0
201904,39.0,1542,EF2,OHIO,RICHLAND,17.0,800.0
201904,39.0,1615,EF0,OHIO,STARK,3.0,50.0
201904,48.0,1859,EFU,TEXAS,STONEWALL,0.86,30.0
201904,40.0,1303,EF0,OKLAHOMA,OKMULGEE,2.5,100.0
201904,40.0,1314,EF0,OKLAHOMA,OSAGE,1.2,50.0
201904,40.0,1351,EFU,OKLAHOMA,ROGERS,0.1,50.0
201904,42.0,1843,EF0,PENNSYLVANIA,VENANGO,1.2,100.0
201904,42.0,1853,EF0,PENNSYLVANIA,VENANGO,1.0,75.0
201903,1.0,1255,EF1,ALABAMA,WASHINGTON,0.16,300.0
201903,26.0,1824,EF0,MICHIGAN,GENESEE,6.54,75.0
201903,1.0,1403,EF4,ALABAMA,LEE,23.55,1600.0
201903,1.0,1515,EF0,ALABAMA,BULLOCK,0.42,50.0
201904,1.0,553,EF0,ALABAMA,CRENSHAW,1.49,70.0
201904,37.0,116,EF0,NORTH CAROLINA,HALIFAX,0.98,50.0
201904,48.0,1158,EF0,TEXAS,MONTGOMERY,0.03,30.0
201904,40.0,1524,EF0,OKLAHOMA,OTTAWA,2.0,650.0
201904,40.0,1633,EF1,OKLAHOMA,DELAWARE,3.4,1100.0
201904,40.0,1640,EF0,OKLAHOMA,OTTAWA,0.7,450.0
201903,26.0,1809,EF0,MICHIGAN,GENESEE,8.05,125.0
201903,26.0,1745,EF2,MICHIGAN,SHIAWASSEE,18.2,700.0
201903,1.0,1625,EF0,ALABAMA,TUSCALOOSA,1.24,50.0
201903,1.0,1722,EF0,ALABAMA,CALHOUN,1.18,200.0
201903,1.0,1545,EF2,ALABAMA,BARBOUR,6.68,700.0
201904,39.0,1412,EF0,OHIO,CLARK,2.68,80.0
201904,40.0,2141,EF2,OKLAHOMA,PITTSBURG,10.0,1300.0
201904,40.0,2251,EF1,OKLAHOMA,LE FLORE,4.4,1000.0
201903,1.0,1319,EF0,ALABAMA,AUTAUGA,0.62,70.0
201903,1.0,1737,EF1,ALABAMA,PERRY,9.13,300.0
201903,1.0,1756,EF0,ALABAMA,CHILTON,0.31,185.0
201903,1.0,1605,EF1,ALABAMA,BLOUNT,10.76,1175.0
201903,1.0,1623,EF0,ALABAMA,ETOWAH,2.69,1175.0
201904,45.0,1248,EF2,SOUTH CAROLINA,ORANGEBURG,10.6,300.0
201903,1.0,1427,EF2,ALABAMA,MACON,19.16,1300.0
201903,1.0,1739,EF0,ALABAMA,MARENGO,5.06,150.0
201903,1.0,1832,EF0,ALABAMA,DALLAS,0.24,88.0
201903,1.0,1852,EF0,ALABAMA,COOSA,5.79,350.0
201903,1.0,1654,EF0,ALABAMA,ST. CLAIR,4.71,530.0
201903,1.0,1719,EF0,ALABAMA,PERRY,4.48,100.0
201904,48.0,1245,EF0,TEXAS,HOUSTON,0.16,50.0
201904,13.0,1343,EF1,GEORGIA,COLQUITT,5.04,180.0
201904,45.0,1301,EF1,SOUTH CAROLINA,ORANGEBURG,5.67,400.0
201904,45.0,1307,EF1,SOUTH CAROLINA,CALHOUN,2.15,400.0
201903,1.0,1446,EF1,ALABAMA,LEE,9.91,1300.0
201903,1.0,1604,EF0,ALABAMA,BLOUNT,2.58,115.0
201903,1.0,1944,EF1,ALABAMA,AUTAUGA,7.09,250.0
201903,1.0,1827,EF0,ALABAMA,PERRY,2.7,300.0
201904,1.0,120,EF1,ALABAMA,TUSCALOOSA,3.51,475.0
201904,37.0,1744,EF0,NORTH CAROLINA,NORTHAMPTON,9.75,100.0
201904,48.0,1112,EF1,TEXAS,LEON,11.22,150.0
201904,6.0,1500,EF0,CALIFORNIA,KERN,1.14,50.0
201904,45.0,1307,EF1,SOUTH CAROLINA,NEWBERRY,1.89,200.0
201904,45.0,1329,EF2,SOUTH CAROLINA,CLARENDON,2.91,250.0
