BEGIN_YEARMONTH,STATE,EVENT_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH
201301,MISSOURI,Tornado,EF1,6.79,100.0
201301,MISSISSIPPI,Tornado,EF1,5.53,150.0
201308,WISCONSIN,Tornado,EF1,5.53,100.0
201301,TENNESSEE,Tornado,EF0,1.13,50.0
201301,TENNESSEE,Tornado,EF0,3.2,75.0
201311,MICHIGAN,Tornado,EF0,32.88,95.0
201311,MICHIGAN,Tornado,EF0,3.86,75.0
201301,TENNESSEE,Tornado,EF0,2.33,75.0
201305,IOWA,Tornado,EF1,2.71,150.0
201306,FLORIDA,Tornado,EF0,8.02,25.0
201306,FLORIDA,Tornado,EF0,6.43,25.0
201301,TENNESSEE,Tornado,EF0,1.53,75.0
201301,ALABAMA,Tornado,EF1,4.2,300.0
201302,TEXAS,Tornado,EF1,4.47,150.0
201301,TENNESSEE,Tornado,EF0,0.92,75.0
201301,TENNESSEE,Tornado,EF0,0.97,50.0
201301,LOUISIANA,Tornado,EF2,5.37,100.0
201301,ALABAMA,Tornado,EF1,10.39,1000.0
201302,LOUISIANA,Tornado,EF1,0.01,30.0
201301,TENNESSEE,Tornado,EF0,5.55,50.0
201301,TENNESSEE,Tornado,EF0,0.29,50.0
201301,TENNESSEE,Tornado,EF0,9.32,75.0
201301,TENNESSEE,Tornado,EF1,4.85,100.0
201301,LOUISIANA,Tornado,EF0,4.25,40.0
201301,ILLINOIS,Tornado,EF0,0.58,75.0
201304,GEORGIA,Tornado,EF0,1.24,40.0
201305,KANSAS,Tornado,EF1,1.84,60.0
201305,KANSAS,Tornado,EF0,0.71,50.0
201301,KENTUCKY,Tornado,EF0,1.0,200.0
201304,TENNESSEE,Tornado,EF1,1.12,250.0
201301,INDIANA,Tornado,EF0,0.37,75.0
201311,INDIANA,Tornado,EF1,16.44,100.0
201304,OKLAHOMA,Tornado,EF1,2.1,400.0
201304,OKLAHOMA,Tornado,EF0,1.3,250.0
201304,OKLAHOMA,Tornado,EF1,1.8,140.0
201304,OKLAHOMA,Tornado,EF1,6.5,100.0
201302,FLORIDA,Tornado,EF0,0.03,10.0
201305,TEXAS,Tornado,EF0,0.67,50.0
201304,FLORIDA,Tornado,EF0,0.33,100.0
201304,FLORIDA,Tornado,EF0,0.55,100.0
201304,OKLAHOMA,Tornado,EF0,0.5,50.0
201304,OKLAHOMA,Tornado,EF0,0.9,125.0
201304,OKLAHOMA,Tornado,EF1,1.9,180.0
201304,OKLAHOMA,Tornado,EF2,8.0,800.0
201302,LOUISIANA,Tornado,EF0,1.95,25.0
201304,MISSOURI,Tornado,EF0,1.73,75.0
201301,KENTUCKY,Tornado,EF0,0.12,50.0
201302,LOUISIANA,Tornado,EF1,0.95,30.0
201305,KANSAS,Tornado,EF1,5.85,75.0
201305,KANSAS,Tornado,EF1,1.14,75.0
201305,KANSAS,Tornado,EF0,0.34,50.0
201301,ALABAMA,Tornado,EF1,2.22,300.0
201304,TEXAS,Tornado,EF0,0.12,10.0
201305,PENNSYLVANIA,Tornado,EF1,4.22,100.0
201304,TEXAS,Tornado,EF1,1.84,100.0
201304,ARKANSAS,Tornado,EF1,6.72,400.0
201304,ARKANSAS,Tornado,EF2,1.24,100.0
201304,MISSOURI,Tornado,EF2,6.75,500.0
201301,TENNESSEE,Tornado,EF1,5.28,250.0
201304,LOUISIANA,Tornado,EF1,2.29,880.0
201301,KENTUCKY,Tornado,EF2,2.96,250.0
201301,KENTUCKY,Tornado,EF1,2.77,100.0
201302,MISSISSIPPI,Tornado,EF1,1.8,100.0
201305,KANSAS,Tornado,EF0,4.18,50.0
201304,MISSOURI,Tornado,EF0,1.53,50.0
201305,TEXAS,Tornado,EF0,1.02,75.0
201303,GEORGIA,Tornado,EF2,9.33,300.0
201302,LOUISIANA,Tornado,EF0,0.01,25.0
201303,NEBRASKA,Tornado,EF0,0.32,25.0
201302,MISSISSIPPI,Tornado,EF1,3.15,250.0
201304,MISSOURI,Tornado,EF1,1.32,200.0
201304,GEORGIA,Tornado,EF1,0.76,250.0
201304,GEORGIA,Tornado,EF1,0.88,250.0
201301,KENTUCKY,Tornado,EF1,0.34,50.0
201303,GEORGIA,Tornado,EF2,4.01,300.0
201302,TEXAS,Tornado,EF0,0.73,30.0
201302,ALABAMA,Tornado,EF1,6.5,200.0
201302,ALABAMA,Tornado,EF1,7.75,200.0
201302,MISSISSIPPI,Tornado,EF4,7.55,1320.0
201301,KENTUCKY,Tornado,EF0,2.23,215.0
201311,INDIANA,Tornado,EF3,8.69,100.0
201302,ALABAMA,Tornado,EF1,0.91,80.0
201304,GEORGIA,Tornado,EF0,5.7,150.0
201304,GEORGIA,Tornado,EF0,0.36,25.0
201305,KANSAS,Tornado,EF0,0.1,25.0
201305,CALIFORNIA,Tornado,EF0,0.44,15.0
201305,NEBRASKA,Tornado,EF0,0.3,30.0
201305,NEBRASKA,Tornado,EF0,2.0,50.0
201302,TEXAS,Tornado,EF1,0.57,30.0
201302,MISSISSIPPI,Tornado,EF1,1.58,140.0
201302,MISSISSIPPI,Tornado,EF2,16.73,400.0
201302,MISSISSIPPI,Tornado,EF2,1.4,400.0
201306,VIRGINIA,Tornado,EF0,0.1,25.0
201302,MISSISSIPPI,Tornado,EF3,12.3,1320.0
201305,NEBRASKA,Tornado,EF0,6.31,75.0
201305,NEBRASKA,Tornado,EF0,2.16,50.0
201302,TEXAS,Tornado,EF0,0.51,30.0
201302,MISSISSIPPI,Tornado,EF2,6.27,400.0
201302,MISSISSIPPI,Tornado,EF0,0.67,75.0
201311,INDIANA,Tornado,EF0,3.4,100.0
201304,KENTUCKY,Tornado,EF0,0.33,100.0
201304,KENTUCKY,Tornado,EF0,3.17,100.0
201303,TENNESSEE,Tornado,EF0,3.89,50.0
201303,TENNESSEE,Tornado,EF0,3.7,50.0
201305,NEBRASKA,Tornado,EF0,2.67,50.0
201305,NEBRASKA,Tornado,EF0,1.0,50.0
201304,CALIFORNIA,Tornado,EF0,0.82,50.0
201305,MISSOURI,Tornado,EF1,0.81,400.0
201303,TENNESSEE,Tornado,EF0,3.8,100.0
201304,KENTUCKY,Tornado,EF0,2.21,150.0
201304,COLORADO,Tornado,EF0,0.1,50.0
201304,FLORIDA,Tornado,EF0,0.14,10.0
201304,GEORGIA,Tornado,EF0,0.14,50.0
201305,KANSAS,Tornado,EF0,0.54,50.0
201303,OKLAHOMA,Tornado,EF1,0.5,175.0
201303,OKLAHOMA,Tornado,EF0,1.0,200.0
201303,OKLAHOMA,Tornado,EF0,0.1,120.0
201305,NEBRASKA,Tornado,EF0,1.36,100.0
201305,NEBRASKA,Tornado,EF0,3.28,100.0
201305,OKLAHOMA,Tornado,EF1,4.5,500.0
201305,ARKANSAS,Tornado,EF1,0.36,200.0
201305,ARKANSAS,Tornado,EF1,0.36,100.0
201304,COLORADO,Tornado,EF0,0.2,50.0
201305,OKLAHOMA,Tornado,EF0,0.7,260.0
201304,GEORGIA,Tornado,EF0,1.05,100.0
201304,GEORGIA,Tornado,EF1,2.43,250.0
201312,MISSISSIPPI,Tornado,EF0,0.24,50.0
201304,COLORADO,Tornado,EF0,0.1,50.0
201305,KANSAS,Tornado,EF1,0.01,50.0
201305,KANSAS,Tornado,EF1,0.01,50.0
201303,ALABAMA,Tornado,EF0,2.68,300.0
201303,ALABAMA,Tornado,EF1,1.43,160.0
201306,TENNESSEE,Tornado,EF0,0.29,50.0
201305,ARKANSAS,Tornado,EF1,3.22,200.0
201305,ARKANSAS,Tornado,EF1,1.72,250.0
201304,TEXAS,Tornado,EF0,2.61,300.0
201304,ALABAMA,Tornado,EF1,0.81,75.0
201305,KANSAS,Tornado,EF0,0.01,25.0
201305,TEXAS,Tornado,EF0,0.01,30.0
201305,ARKANSAS,Tornado,EF1,1.48,300.0
201304,TENNESSEE,Tornado,EF1,3.1,400.0
201304,TENNESSEE,Tornado,EF1,4.17,400.0
201305,TEXAS,Tornado,EF0,0.92,50.0
201305,OKLAHOMA,Tornado,EF0,0.6,150.0
201305,NEW YORK,Tornado,EF1,0.58,500.0
201305,PENNSYLVANIA,Tornado,EF0,2.76,50.0
201305,OKLAHOMA,Tornado,EF1,2.0,500.0
201305,OKLAHOMA,Tornado,EF1,2.0,150.0
201305,OKLAHOMA,Tornado,EF1,8.5,500.0
201305,NEW YORK,Tornado,EF1,0.75,200.0
201305,NEW YORK,Tornado,EF1,1.57,200.0
201303,TENNESSEE,Tornado,EF1,1.49,150.0
201303,TENNESSEE,Tornado,EF1,2.6,150.0
201305,COLORADO,Tornado,EF0,0.1,75.0
201306,TENNESSEE,Tornado,EF1,2.85,150.0
201305,OKLAHOMA,Tornado,EF1,8.5,600.0
201303,TENNESSEE,Tornado,EF1,6.53,150.0
201303,ALABAMA,Tornado,EF2,2.78,220.0
201305,MISSOURI,Tornado,EF0,0.65,100.0
201305,MISSOURI,Tornado,EF1,6.81,100.0
201305,MISSOURI,Tornado,EF0,0.74,100.0
201305,MISSOURI,Tornado,EF1,1.35,100.0
201305,TEXAS,Tornado,EF0,0.01,30.0
201305,ARKANSAS,Tornado,EF1,7.16,300.0
201305,ARKANSAS,Tornado,EF1,2.43,200.0
201305,TEXAS,Tornado,EF1,1.94,300.0
201305,KANSAS,Tornado,EF0,0.57,50.0
201305,KANSAS,Tornado,EF0,0.8,50.0
201305,KANSAS,Tornado,EF2,4.61,300.0
201305,KANSAS,Tornado,EF0,0.42,50.0
201305,KANSAS,Tornado,EF0,0.47,50.0
201305,MISSOURI,Tornado,EF0,0.48,200.0
201305,MISSOURI,Tornado,EF0,0.58,100.0
201305,MISSOURI,Tornado,EF1,14.5,200.0
201303,NEBRASKA,Tornado,EF0,0.58,10.0
201305,KANSAS,Tornado,EF0,0.4,50.0
201305,KANSAS,Tornado,EF0,0.19,50.0
201305,KANSAS,Tornado,EF0,0.46,50.0
201304,KANSAS,Tornado,EF0,0.48,50.0
201305,MISSOURI,Tornado,EF0,3.2,100.0
201305,MISSOURI,Tornado,EF0,0.89,200.0
201304,LOUISIANA,Tornado,EF1,2.87,75.0
201304,LOUISIANA,Tornado,EF0,0.4,50.0
201304,MISSISSIPPI,Tornado,EF3,30.17,1320.0
201305,TEXAS,Tornado,EF4,2.5,400.0
201305,TEXAS,Tornado,EF0,1.04,40.0
201305,TEXAS,Tornado,EF0,1.08,100.0
201306,COLORADO,Tornado,EF0,6.04,100.0
201305,COLORADO,Tornado,EF0,0.25,50.0
201305,MISSOURI,Tornado,EF1,0.5,100.0
201305,ARKANSAS,Tornado,EF2,5.2,800.0
201305,TEXAS,Tornado,EF0,1.46,200.0
201306,SOUTH CAROLINA,Tornado,EF1,2.28,220.0
201304,MISSISSIPPI,Tornado,EF1,1.98,50.0
201307,NORTH DAKOTA,Tornado,EF1,1.5,100.0
201304,ALABAMA,Tornado,EF1,5.49,500.0
201304,ILLINOIS,Tornado,EF0,0.57,20.0
201304,MISSISSIPPI,Tornado,EF0,0.27,50.0
201305,OKLAHOMA,Tornado,EF0,0.37,50.0
201305,LOUISIANA,Tornado,EF0,1.04,20.0
201304,ALABAMA,Tornado,EF1,12.37,1050.0
201304,LOUISIANA,Tornado,EF0,0.38,75.0
201305,PENNSYLVANIA,Tornado,EF1,17.83,150.0
201305,IOWA,Tornado,EF0,0.12,30.0
201304,ALABAMA,Tornado,EF1,2.63,250.0
201306,NEBRASKA,Tornado,EF1,0.99,40.0
201305,ILLINOIS,Tornado,EF1,0.49,70.0
201304,ALABAMA,Tornado,EF1,1.17,300.0
201306,NEBRASKA,Tornado,EF0,0.76,40.0
201305,ILLINOIS,Tornado,EF0,1.85,20.0
201305,KANSAS,Tornado,EF3,4.4,900.0
201305,NEBRASKA,Tornado,EF2,5.93,600.0
201305,TEXAS,Tornado,EF0,3.42,50.0
201305,TEXAS,Tornado,EF0,1.11,70.0
201304,ALABAMA,Tornado,EF1,0.38,50.0
201304,ALABAMA,Tornado,EF1,20.16,800.0
201304,ALABAMA,Tornado,EF2,4.87,200.0
201304,OKLAHOMA,Tornado,EF1,3.5,350.0
201306,WYOMING,Tornado,EF0,0.37,30.0
201306,WYOMING,Tornado,EF0,0.39,30.0
201305,OKLAHOMA,Tornado,EF0,0.71,100.0
201306,FLORIDA,Tornado,EF1,18.89,704.0
201305,ALABAMA,Tornado,EF0,0.15,50.0
201306,INDIANA,Tornado,EF1,0.59,75.0
201304,ALABAMA,Tornado,EF0,0.22,52.0
201306,WYOMING,Tornado,EF0,4.25,40.0
201304,FLORIDA,Tornado,EF0,1.56,80.0
201306,TEXAS,Tornado,EF2,5.2,350.0
201304,MISSISSIPPI,Tornado,EF0,1.55,50.0
201307,ARIZONA,Tornado,EF0,0.1,10.0
201305,COLORADO,Tornado,EF0,0.25,50.0
201305,COLORADO,Tornado,EF0,0.25,50.0
201305,NEBRASKA,Tornado,EF0,0.64,25.0
201306,PENNSYLVANIA,Tornado,EF1,1.0,75.0
201305,TEXAS,Tornado,EF0,0.3,50.0
201305,TEXAS,Tornado,EF1,1.01,200.0
201305,ARKANSAS,Tornado,EF1,0.8,200.0
201304,OKLAHOMA,Tornado,EF1,5.21,200.0
201304,OKLAHOMA,Tornado,EF0,3.41,100.0
201306,NEBRASKA,Tornado,EF0,1.15,40.0
201304,MISSISSIPPI,Tornado,EF0,0.27,25.0
201304,ALABAMA,Tornado,EF1,6.58,300.0
201305,KANSAS,Tornado,EF1,9.0,75.0
201305,TEXAS,Tornado,EF1,1.95,400.0
201305,TEXAS,Tornado,EF1,3.63,240.0
201305,ARKANSAS,Tornado,EF1,0.79,200.0
201305,ARKANSAS,Tornado,EF2,4.08,300.0
201305,ARKANSAS,Tornado,EF1,3.26,300.0
201305,ARKANSAS,Tornado,EF1,0.87,100.0
201305,ARKANSAS,Tornado,EF1,8.7,300.0
201304,TEXAS,Tornado,EF0,0.16,100.0
201306,NEBRASKA,Tornado,EF0,0.58,40.0
201304,VIRGINIA,Tornado,EF1,0.75,150.0
201304,ALABAMA,Tornado,EF1,1.34,75.0
201304,TEXAS,Tornado,EF0,0.1,10.0
201306,NEBRASKA,Tornado,EF0,0.33,50.0
201306,NEBRASKA,Tornado,EF0,0.33,50.0
201306,OHIO,Tornado,EF0,0.94,50.0
201305,ALABAMA,Tornado,EF0,2.04,50.0
201305,PENNSYLVANIA,Tornado,EF1,1.69,50.0
201305,TEXAS,Tornado,EF0,0.49,70.0
201305,TEXAS,Tornado,EF0,0.69,25.0
201304,TEXAS,Tornado,EF0,1.03,100.0
201304,ARKANSAS,Tornado,EF1,4.25,150.0
201304,ARKANSAS,Tornado,EF0,0.45,50.0
201306,FLORIDA,Tornado,EF0,3.17,100.0
201305,TEXAS,Tornado,EF0,0.12,20.0
201306,WYOMING,Tornado,EF0,0.08,20.0
201303,GEORGIA,Tornado,EF1,1.54,150.0
201304,MISSISSIPPI,Tornado,EF3,23.81,1320.0
201304,OKLAHOMA,Tornado,EF0,0.16,50.0
201306,NEBRASKA,Tornado,EF1,7.87,100.0
201305,NEW YORK,Tornado,EF2,12.22,1760.0
201305,ARKANSAS,Tornado,EF2,3.37,400.0
201305,TEXAS,Tornado,EF0,1.02,300.0
201305,TEXAS,Tornado,EF1,1.42,300.0
201305,TEXAS,Tornado,EF0,0.19,30.0
201305,TEXAS,Tornado,EF0,1.28,400.0
201306,COLORADO,Tornado,EF1,2.4,75.0
201306,COLORADO,Tornado,EF0,0.1,50.0
201305,IOWA,Tornado,EF0,2.08,100.0
201304,LOUISIANA,Tornado,EF0,2.23,75.0
201305,NEBRASKA,Tornado,EF0,0.25,35.0
201305,NEBRASKA,Tornado,EF0,0.2,35.0
201305,OKLAHOMA,Tornado,EF1,4.5,400.0
201305,TEXAS,Tornado,EF1,6.17,400.0
201305,TEXAS,Tornado,EF0,0.94,150.0
201305,IOWA,Tornado,EF1,4.25,150.0
201305,IOWA,Tornado,EF0,0.46,100.0
201306,COLORADO,Tornado,EF0,0.1,50.0
201304,LOUISIANA,Tornado,EF1,8.76,120.0
201306,SOUTH DAKOTA,Tornado,EF0,0.1,50.0
201306,SOUTH DAKOTA,Tornado,EF0,0.1,50.0
201305,OKLAHOMA,Tornado,EF2,10.0,800.0
201306,PENNSYLVANIA,Tornado,EF1,3.02,50.0
201305,WISCONSIN,Tornado,EF0,1.56,10.0
201306,COLORADO,Tornado,EF0,0.1,50.0
201306,COLORADO,Tornado,EF0,0.1,50.0
201303,ALABAMA,Tornado,EF1,5.27,300.0
201306,SOUTH CAROLINA,Tornado,EF0,0.07,50.0
201306,SOUTH CAROLINA,Tornado,EF0,0.11,30.0
201305,ARKANSAS,Tornado,EF1,0.16,150.0
201305,WYOMING,Tornado,EF0,6.27,20.0
201312,MISSISSIPPI,Tornado,EF1,2.67,200.0
201301,GEORGIA,Tornado,EF3,5.06,900.0
201301,LOUISIANA,Tornado,EF0,0.3,100.0
201311,INDIANA,Tornado,EF1,3.62,33.0
201311,INDIANA,Tornado,EF1,2.89,100.0
201311,KENTUCKY,Tornado,EF1,5.46,200.0
201301,KENTUCKY,Tornado,EF2,1.83,200.0
201311,INDIANA,Tornado,EF1,10.24,100.0
201311,MICHIGAN,Tornado,EF0,0.29,150.0
201302,CALIFORNIA,Tornado,EF0,0.5,50.0
201302,CALIFORNIA,Tornado,EF0,0.26,50.0
201301,LOUISIANA,Tornado,EF1,2.06,50.0
201301,MISSOURI,Tornado,EF2,3.39,100.0
201311,ILLINOIS,Tornado,EF2,6.53,200.0
201312,ARKANSAS,Tornado,EF1,0.85,440.0
201306,IOWA,Tornado,EF3,6.2,200.0
201306,IOWA,Tornado,EF1,5.0,125.0
201306,IOWA,Tornado,EF2,5.2,300.0
201306,IOWA,Tornado,EF1,3.43,75.0
201306,IOWA,Tornado,EF0,1.11,50.0
201306,IOWA,Tornado,EF0,1.26,125.0
201301,MISSOURI,Tornado,EF1,2.66,200.0
201301,MISSOURI,Tornado,EF1,7.69,400.0
201311,ILLINOIS,Tornado,EF2,4.97,200.0
201306,IOWA,Tornado,EF0,1.13,50.0
201301,LOUISIANA,Tornado,EF1,0.38,25.0
201301,MISSOURI,Tornado,EF1,0.89,400.0
201311,ILLINOIS,Tornado,EF0,2.6,50.0
201311,ILLINOIS,Tornado,EF2,4.42,200.0
201311,ILLINOIS,Tornado,EF2,5.21,200.0
201311,ILLINOIS,Tornado,EF0,1.0,100.0
201312,ARKANSAS,Tornado,EF1,2.32,440.0
201311,ILLINOIS,Tornado,EF1,0.05,75.0
201301,LOUISIANA,Tornado,EF1,5.53,50.0
201310,IOWA,Tornado,EF0,1.72,400.0
201302,FLORIDA,Tornado,EF0,0.73,50.0
201311,INDIANA,Tornado,EF2,18.44,150.0
201312,MISSISSIPPI,Tornado,EF0,0.14,30.0
201311,ILLINOIS,Tornado,EF0,4.52,75.0
201301,INDIANA,Tornado,EF0,0.44,215.0
201301,MISSISSIPPI,Tornado,EF1,3.35,200.0
201311,INDIANA,Tornado,EF2,7.0,150.0
201311,INDIANA,Tornado,EF2,8.81,100.0
201311,TENNESSEE,Tornado,EF1,0.97,100.0
201311,TENNESSEE,Tornado,EF0,0.35,50.0
201312,KENTUCKY,Tornado,EF0,0.33,50.0
201311,NORTH CAROLINA,Tornado,EF1,3.22,200.0
201311,INDIANA,Tornado,EF2,10.31,75.0
201311,INDIANA,Tornado,EF2,2.8,125.0
201311,INDIANA,Tornado,EF0,2.16,100.0
201312,MISSISSIPPI,Tornado,EF2,32.58,440.0
201311,INDIANA,Tornado,EF2,0.59,75.0
201311,INDIANA,Tornado,EF1,1.27,50.0
201301,MISSOURI,Tornado,EF1,0.27,100.0
201311,INDIANA,Tornado,EF2,1.83,75.0
201311,INDIANA,Tornado,EF2,3.67,75.0
201311,INDIANA,Tornado,EF1,3.36,100.0
201311,ILLINOIS,Tornado,EF1,0.11,150.0
201312,ARKANSAS,Tornado,EF2,15.57,300.0
201308,WISCONSIN,Tornado,EF1,1.48,150.0
201308,WISCONSIN,Tornado,EF1,13.72,150.0
201309,MISSISSIPPI,Tornado,EF1,0.32,200.0
201309,MISSISSIPPI,Tornado,EF2,1.21,200.0
201310,NEBRASKA,Tornado,EF3,6.43,590.0
201310,OHIO,Tornado,EF0,0.3,30.0
201301,TENNESSEE,Tornado,EF1,7.97,100.0
201312,LOUISIANA,Tornado,EF1,0.76,75.0
201310,ILLINOIS,Tornado,EF1,2.67,50.0
201310,ILLINOIS,Tornado,EF1,3.84,50.0
201308,WISCONSIN,Tornado,EF1,5.49,175.0
201310,OHIO,Tornado,EF0,0.27,50.0
201309,MISSISSIPPI,Tornado,EF1,0.98,100.0
201309,UTAH,Tornado,EF0,0.1,3.0
201305,KANSAS,Tornado,EF0,0.41,50.0
201312,TEXAS,Tornado,EF1,0.87,25.0
201308,WISCONSIN,Tornado,EF2,2.1,175.0
201308,WISCONSIN,Tornado,EF1,10.97,175.0
201310,OHIO,Tornado,EF1,0.58,50.0
201308,WISCONSIN,Tornado,EF1,4.77,125.0
201309,NORTH CAROLINA,Tornado,EF0,0.21,20.0
201309,MISSISSIPPI,Tornado,EF1,0.73,50.0
201310,NEBRASKA,Tornado,EF4,10.77,2428.8
201310,MISSOURI,Tornado,EF2,1.93,100.0
201310,MISSOURI,Tornado,EF1,14.25,100.0
201308,WISCONSIN,Tornado,EF1,9.14,200.0
201308,WISCONSIN,Tornado,EF1,5.02,125.0
201310,MINNESOTA,Tornado,EF1,0.43,70.0
201312,TEXAS,Tornado,EF1,0.4,25.0
201310,NEW JERSEY,Tornado,EF1,1.25,100.0
201308,MINNESOTA,Tornado,EF1,4.29,300.0
201307,KANSAS,Tornado,EF0,0.41,50.0
201308,WISCONSIN,Tornado,EF1,8.74,250.0
201305,ILLINOIS,Tornado,EF0,1.25,150.0
201310,TEXAS,Tornado,EF0,0.01,20.0
201308,WISCONSIN,Tornado,EF0,15.22,250.0
201312,TEXAS,Tornado,EF1,1.48,25.0
201311,FLORIDA,Tornado,EF1,2.92,50.0
201308,WISCONSIN,Tornado,EF1,11.31,175.0
201309,NORTH CAROLINA,Tornado,EF1,0.53,90.0
201307,KANSAS,Tornado,EF0,0.01,25.0
201309,MINNESOTA,Tornado,EF0,9.34,30.0
201308,WISCONSIN,Tornado,EF1,7.84,175.0
201309,MISSISSIPPI,Tornado,EF0,0.42,100.0
201309,MISSISSIPPI,Tornado,EF0,3.23,50.0
201312,FLORIDA,Tornado,EF1,9.52,150.0
201307,KANSAS,Tornado,EF0,0.15,50.0
201309,NEW MEXICO,Tornado,EF0,0.21,10.0
201310,IOWA,Tornado,EF1,5.45,200.0
201312,KENTUCKY,Tornado,EF1,5.74,125.0
201310,LOUISIANA,Tornado,EF0,0.82,75.0
201305,TEXAS,Tornado,EF0,0.68,50.0
201310,ILLINOIS,Tornado,EF1,3.47,175.0
201310,ILLINOIS,Tornado,EF1,0.7,50.0
201310,KENTUCKY,Tornado,EF0,0.98,40.0
201310,TEXAS,Tornado,EF1,1.26,50.0
201310,TEXAS,Tornado,EF1,5.93,200.0
201311,NORTH CAROLINA,Tornado,EF2,0.36,200.0
201310,KENTUCKY,Tornado,EF1,0.92,200.0
201310,PUERTO RICO,Tornado,EF0,0.3,10.0
201309,WASHINGTON,Tornado,EF1,1.0,75.0
201311,TENNESSEE,Tornado,EF0,0.57,25.0
201310,KENTUCKY,Tornado,EF1,5.01,200.0
201310,KENTUCKY,Tornado,EF1,3.25,200.0
201310,KENTUCKY,Tornado,EF0,0.22,70.0
201310,KENTUCKY,Tornado,EF1,2.15,225.0
201310,ARKANSAS,Tornado,EF1,3.69,300.0
201310,KENTUCKY,Tornado,EF0,0.5,50.0
201309,ILLINOIS,Tornado,EF0,1.63,50.0
201305,TEXAS,Tornado,EF0,0.56,50.0
201310,MISSOURI,Tornado,EF1,2.99,50.0
201310,MISSOURI,Tornado,EF1,1.5,200.0
201301,TENNESSEE,Tornado,EF1,3.74,200.0
201308,TEXAS,Tornado,EF0,0.07,25.0
201310,MISSOURI,Tornado,EF1,0.22,50.0
201310,MISSOURI,Tornado,EF1,5.7,75.0
201310,MISSOURI,Tornado,EF1,3.9,150.0
201310,MISSOURI,Tornado,EF1,6.7,200.0
201306,KENTUCKY,Tornado,EF2,9.03,325.0
201310,KENTUCKY,Tornado,EF1,0.45,40.0
201306,KENTUCKY,Tornado,EF1,4.87,200.0
201310,MISSOURI,Tornado,EF1,4.16,150.0
201310,LOUISIANA,Tornado,EF0,1.39,30.0
201311,MICHIGAN,Tornado,EF0,0.25,50.0
201310,ILLINOIS,Tornado,EF0,1.24,200.0
201310,ILLINOIS,Tornado,EF1,6.43,175.0
201308,TEXAS,Tornado,EF0,0.01,10.0
201308,FLORIDA,Tornado,EF1,1.93,100.0
201306,VIRGINIA,Tornado,EF0,7.14,50.0
201307,NORTH CAROLINA,Tornado,EF0,0.43,180.0
201308,MINNESOTA,Tornado,EF0,0.09,10.0
201301,TENNESSEE,Tornado,EF1,5.19,150.0
201305,KANSAS,Tornado,EF0,0.42,50.0
201307,OHIO,Tornado,EF0,1.03,15.0
201306,ILLINOIS,Tornado,EF0,0.5,20.0
201308,MINNESOTA,Tornado,EF0,0.09,10.0
201308,MINNESOTA,Tornado,EF0,0.17,30.0
201301,TENNESSEE,Tornado,EF0,5.22,75.0
201301,TENNESSEE,Tornado,EF0,1.59,100.0
201307,OHIO,Tornado,EF0,0.8,50.0
201310,FLORIDA,Tornado,EF0,0.25,30.0
201310,SOUTH DAKOTA,Tornado,EF1,4.75,800.0
201308,NEW JERSEY,Tornado,EF0,3.16,100.0
201309,MAINE,Tornado,EF0,0.25,125.0
201308,MICHIGAN,Tornado,EF0,1.6,420.0
201308,MICHIGAN,Tornado,EF0,2.97,700.0
201308,MONTANA,Tornado,EF0,1.0,100.0
201307,OHIO,Tornado,EF0,4.09,50.0
201307,OHIO,Tornado,EF0,6.06,50.0
201308,SOUTH DAKOTA,Tornado,EF1,1.28,30.0
201308,SOUTH DAKOTA,Tornado,EF0,0.01,10.0
201304,ARKANSAS,Tornado,EF2,17.26,800.0
201309,WYOMING,Tornado,EF0,0.05,30.0
201307,SOUTH CAROLINA,Tornado,EF1,3.08,90.0
201305,TEXAS,Tornado,EF3,7.79,1733.0
201310,IOWA,Tornado,EF1,1.11,100.0
201310,IOWA,Tornado,EF0,1.28,50.0
201310,IOWA,Tornado,EF4,22.66,2600.0
201310,IOWA,Tornado,EF0,0.55,50.0
201310,IOWA,Tornado,EF0,0.4,50.0
201307,FLORIDA,Tornado,EF0,0.29,40.0
201307,INDIANA,Tornado,EF1,3.47,200.0
201307,MAINE,Tornado,EF1,2.14,300.0
201308,WISCONSIN,Tornado,EF0,1.2,25.0
201308,OHIO,Tornado,EF1,0.87,50.0
201307,FLORIDA,Tornado,EF0,0.01,30.0
201307,MAINE,Tornado,EF0,0.15,50.0
201309,MASSACHUSETTS,Tornado,EF0,0.05,10.0
201304,ARKANSAS,Tornado,EF1,4.14,300.0
201307,OHIO,Tornado,EF0,0.05,15.0
201310,IOWA,Tornado,EF0,0.34,50.0
201310,IOWA,Tornado,EF0,0.71,100.0
201310,IOWA,Tornado,EF1,1.17,100.0
201308,OKLAHOMA,Tornado,EF0,0.11,25.0
201310,NEBRASKA,Tornado,EF2,11.19,300.0
201307,MONTANA,Tornado,EF1,0.57,100.0
201307,MONTANA,Tornado,EF0,0.5,50.0
201308,TEXAS,Tornado,EF0,0.11,40.0
201308,TEXAS,Tornado,EF0,0.74,25.0
201308,TEXAS,Tornado,EF0,0.43,25.0
201306,MARYLAND,Tornado,EF0,0.2,75.0
201305,ILLINOIS,Tornado,EF1,1.99,100.0
201311,ILLINOIS,Tornado,EF2,7.6,200.0
201305,COLORADO,Tornado,EF0,0.1,75.0
201305,ILLINOIS,Tornado,EF2,1.47,150.0
