MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190604,Southeast,45.41,54.59,29.59,2.75,0,0,6/4/2019,6/10/2019,1
20190604,West,87.94,12.06,5.36,1.1,0.33,0,6/4/2019,6/10/2019,1
20190528,High Plains,95.78,4.22,0,0,0,0,5/28/2019,6/3/2019,1
20190528,Midwest,96.03,3.97,0,0,0,0,5/28/2019,6/3/2019,1
20190528,Northeast,100,0,0,0,0,0,5/28/2019,6/3/2019,1
20190528,South,94.49,5.51,0.1,0,0,0,5/28/2019,6/3/2019,1
20190528,Southeast,49.25,50.75,12.19,0,0,0,5/28/2019,6/3/2019,1
20190528,West,88.07,11.93,5.33,0.63,0.33,0,5/28/2019,6/3/2019,1
20190521,High Plains,94.14,5.86,0.34,0,0,0,5/21/2019,5/27/2019,1
20190521,Midwest,98.79,1.21,0,0,0,0,5/21/2019,5/27/2019,1
20190521,Northeast,100,0,0,0,0,0,5/21/2019,5/27/2019,1
20190521,South,98.5,1.5,0,0,0,0,5/21/2019,5/27/2019,1
20190521,Southeast,67.87,32.13,6.35,0,0,0,5/21/2019,5/27/2019,1
20190521,West,88.14,11.86,4.93,0.62,0.32,0,5/21/2019,5/27/2019,1
20190514,High Plains,93.96,6.04,0.34,0,0,0,5/14/2019,5/20/2019,1
20190514,Midwest,100,0,0,0,0,0,5/14/2019,5/20/2019,1
20190514,Northeast,100,0,0,0,0,0,5/14/2019,5/20/2019,1
20190514,South,99.76,0.24,0,0,0,0,5/14/2019,5/20/2019,1
20190514,Southeast,72.87,27.13,4.87,0,0,0,5/14/2019,5/20/2019,1
20190514,West,87.61,12.39,4.52,0.43,0,0,5/14/2019,5/20/2019,1
20190507,High Plains,92.37,7.63,0.46,0,0,0,5/7/2019,5/13/2019,1
20190507,Midwest,100,0,0,0,0,0,5/7/2019,5/13/2019,1
20190507,Northeast,100,0,0,0,0,0,5/7/2019,5/13/2019,1
20190507,South,98.01,1.99,0.03,0,0,0,5/7/2019,5/13/2019,1
20190507,Southeast,71.03,28.97,9.15,0,0,0,5/7/2019,5/13/2019,1
20190507,West,87.15,12.85,3.94,0.45,0,0,5/7/2019,5/13/2019,1
20190430,High Plains,90.74,9.26,0.43,0,0,0,4/30/2019,5/6/2019,1
20190430,Midwest,100,0,0,0,0,0,4/30/2019,5/6/2019,1
20190430,Northeast,100,0,0,0,0,0,4/30/2019,5/6/2019,1
20190430,South,93.11,6.89,0.77,0,0,0,4/30/2019,5/6/2019,1
20190430,Southeast,70.4,29.6,8.09,0,0,0,4/30/2019,5/6/2019,1
20190430,West,86.93,13.07,4.14,1.16,0,0,4/30/2019,5/6/2019,1
20190423,High Plains,88.96,11.04,0.59,0,0,0,4/23/2019,4/29/2019,1
20190423,Midwest,100,0,0,0,0,0,4/23/2019,4/29/2019,1
20190423,Northeast,100,0,0,0,0,0,4/23/2019,4/29/2019,1
20190423,South,88.9,11.1,0.68,0,0,0,4/23/2019,4/29/2019,1
20190423,Southeast,69.6,30.4,7.1,0,0,0,4/23/2019,4/29/2019,1
20190423,West,86.69,13.31,4.16,1.24,0,0,4/23/2019,4/29/2019,1
20190416,High Plains,91.34,8.66,1.74,0,0,0,4/16/2019,4/22/2019,1
20190416,Midwest,100,0,0,0,0,0,4/16/2019,4/22/2019,1
20190416,Northeast,99.54,0.46,0,0,0,0,4/16/2019,4/22/2019,1
20190416,South,84.09,15.91,2.66,0,0,0,4/16/2019,4/22/2019,1
20190416,Southeast,64.5,35.5,9.76,0,0,0,4/16/2019,4/22/2019,1
20190416,West,85.13,14.87,5.4,1.96,0,0,4/16/2019,4/22/2019,1
20190409,High Plains,89.46,10.54,1.9,0,0,0,4/9/2019,4/15/2019,1
20190409,Midwest,100,0,0,0,0,0,4/9/2019,4/15/2019,1
20190409,Northeast,97.2,2.8,0,0,0,0,4/9/2019,4/15/2019,1
20190409,South,74.41,25.59,4.1,0,0,0,4/9/2019,4/15/2019,1
20190409,Southeast,64.7,35.3,12.49,0,0,0,4/9/2019,4/15/2019,1
20190409,West,81.58,18.42,5.58,1.96,0,0,4/9/2019,4/15/2019,1
20190402,High Plains,89.57,10.43,1.53,0,0,0,4/2/2019,4/8/2019,1
20190402,Midwest,100,0,0,0,0,0,4/2/2019,4/8/2019,1
20190402,Northeast,100,0,0,0,0,0,4/2/2019,4/8/2019,1
20190402,South,67.71,32.29,6.45,1.32,0,0,4/2/2019,4/8/2019,1
20190402,Southeast,62.09,37.91,9.74,0,0,0,4/2/2019,4/8/2019,1
20190402,West,79.03,20.97,7.98,1.96,0,0,4/2/2019,4/8/2019,1
20190326,High Plains,88.91,11.09,1.53,0,0,0,3/26/2019,4/1/2019,1
20190326,Midwest,100,0,0,0,0,0,3/26/2019,4/1/2019,1
20190326,Northeast,100,0,0,0,0,0,3/26/2019,4/1/2019,1
20190326,South,75.85,24.15,5.78,1.2,0,0,3/26/2019,4/1/2019,1
20190326,Southeast,72.28,27.72,3.24,0,0,0,3/26/2019,4/1/2019,1
20190326,West,78.95,21.05,7.7,1.96,0,0,3/26/2019,4/1/2019,1
20190319,High Plains,85.35,14.65,1.86,0.13,0,0,3/19/2019,3/25/2019,1
20190319,Midwest,100,0,0,0,0,0,3/19/2019,3/25/2019,1
20190319,Northeast,100,0,0,0,0,0,3/19/2019,3/25/2019,1
20190319,South,83.39,16.61,4.89,0.45,0,0,3/19/2019,3/25/2019,1
20190319,Southeast,86.63,13.37,0.88,0,0,0,3/19/2019,3/25/2019,1
20190319,West,74.51,25.49,8.2,2.77,0.63,0,3/19/2019,3/25/2019,1
20190312,High Plains,70.69,29.31,5.76,1.28,0.12,0,3/12/2019,3/18/2019,1
20190312,Midwest,100,0,0,0,0,0,3/12/2019,3/18/2019,1
20190312,Northeast,100,0,0,0,0,0,3/12/2019,3/18/2019,1
20190312,South,75.4,24.6,7.53,0,0,0,3/12/2019,3/18/2019,1
20190312,Southeast,88.2,11.8,0.36,0,0,0,3/12/2019,3/18/2019,1
20190312,West,75.48,24.52,9.36,3.64,0.97,0.07,3/12/2019,3/18/2019,1
20190305,High Plains,69.26,30.74,12.43,2.47,0.12,0,3/5/2019,3/11/2019,1
20190305,Midwest,100,0,0,0,0,0,3/5/2019,3/11/2019,1
20190305,Northeast,100,0,0,0,0,0,3/5/2019,3/11/2019,1
20190305,South,71.04,28.96,10.21,0,0,0,3/5/2019,3/11/2019,1
20190305,Southeast,94.19,5.81,0.51,0,0,0,3/5/2019,3/11/2019,1
20190305,West,67.65,32.35,16.36,5.26,0.97,0.07,3/5/2019,3/11/2019,1
20190226,High Plains,69.26,30.74,14.07,7.21,0.12,0,2/26/2019,3/4/2019,1
20190226,Midwest,100,0,0,0,0,0,2/26/2019,3/4/2019,1
20190226,Northeast,100,0,0,0,0,0,2/26/2019,3/4/2019,1
20190226,South,71.06,28.94,8.38,0,0,0,2/26/2019,3/4/2019,1
20190226,Southeast,94.03,5.97,0.38,0,0,0,2/26/2019,3/4/2019,1
20190226,West,67.17,32.83,16.94,5.74,1.02,0.07,2/26/2019,3/4/2019,1
20190219,High Plains,66.26,33.74,16.95,8.12,2.09,0.02,2/19/2019,2/25/2019,1
20190219,Midwest,99.72,0.28,0,0,0,0,2/19/2019,2/25/2019,1
20190219,Northeast,100,0,0,0,0,0,2/19/2019,2/25/2019,1
20190219,South,76.43,23.57,3.35,0,0,0,2/19/2019,2/25/2019,1
20190219,Southeast,95.86,4.14,0.26,0,0,0,2/19/2019,2/25/2019,1
20190219,West,59.97,40.03,23.28,8.83,1.87,0.12,2/19/2019,2/25/2019,1
20190212,High Plains,65.87,34.13,16.95,8.12,4.47,0.02,2/12/2019,2/18/2019,1
20190212,Midwest,99.72,0.28,0,0,0,0,2/12/2019,2/18/2019,1
20190212,Northeast,100,0,0,0,0,0,2/12/2019,2/18/2019,1
20190212,South,79.69,20.31,1.55,0,0,0,2/12/2019,2/18/2019,1
20190212,Southeast,96.14,3.86,0.87,0,0,0,2/12/2019,2/18/2019,1
20190212,West,54.45,45.55,24.88,9.7,2.21,0.12,2/12/2019,2/18/2019,1
20190205,High Plains,65.9,34.1,16.95,8.35,4.51,0.61,2/5/2019,2/11/2019,1
20190205,Midwest,99.72,0.28,0,0,0,0,2/5/2019,2/11/2019,1
20190205,Northeast,100,0,0,0,0,0,2/5/2019,2/11/2019,1
20190205,South,90.49,9.51,0.91,0,0,0,2/5/2019,2/11/2019,1
20190205,Southeast,96.19,3.81,0.71,0,0,0,2/5/2019,2/11/2019,1
20190205,West,54.66,45.34,25.27,10.57,2.21,0.12,2/5/2019,2/11/2019,1
20190129,High Plains,67.44,32.56,17.38,8.45,4.51,0.57,1/29/2019,2/4/2019,1
20190129,Midwest,99.67,0.33,0,0,0,0,1/29/2019,2/4/2019,1
20190129,Northeast,100,0,0,0,0,0,1/29/2019,2/4/2019,1
20190129,South,94.96,5.04,0.58,0,0,0,1/29/2019,2/4/2019,1
20190129,Southeast,94.06,5.94,0.85,0,0,0,1/29/2019,2/4/2019,1
20190129,West,53.73,46.27,26.68,10.56,2.21,0.11,1/29/2019,2/4/2019,1
20190122,High Plains,67.44,32.56,17.81,8.73,4.51,0.57,1/22/2019,1/28/2019,1
20190122,Midwest,99.67,0.33,0,0,0,0,1/22/2019,1/28/2019,1
20190122,Northeast,100,0,0,0,0,0,1/22/2019,1/28/2019,1
20190122,South,95.15,4.85,1.24,0,0,0,1/22/2019,1/28/2019,1
20190122,Southeast,92.88,7.12,5.15,0.6,0,0,1/22/2019,1/28/2019,1
20190122,West,51.59,48.41,31.96,12.84,2.32,0.11,1/22/2019,1/28/2019,1
20190115,High Plains,67.44,32.56,17.81,11.46,5.18,2.15,1/15/2019,1/21/2019,1
20190115,Midwest,99.67,0.33,0,0,0,0,1/15/2019,1/21/2019,1
20190115,Northeast,98.56,1.44,0,0,0,0,1/15/2019,1/21/2019,1
20190115,South,95.87,4.13,0.81,0,0,0,1/15/2019,1/21/2019,1
20190115,Southeast,92.88,7.12,5.15,0.6,0,0,1/15/2019,1/21/2019,1
20190115,West,50.83,49.17,35.33,15.72,4.24,1.43,1/15/2019,1/21/2019,1
20190108,High Plains,69.19,30.81,17.38,11.85,5.25,2.15,1/8/2019,1/14/2019,1
20190108,Midwest,99.5,0.5,0,0,0,0,1/8/2019,1/14/2019,1
20190108,Northeast,98.55,1.45,0,0,0,0,1/8/2019,1/14/2019,1
20190108,South,96.32,3.68,0.76,0,0,0,1/8/2019,1/14/2019,1
20190108,Southeast,93.02,6.98,5.17,0,0,0,1/8/2019,1/14/2019,1
20190108,West,52.13,47.87,35.43,16.61,4.32,1.43,1/8/2019,1/14/2019,1
20190101,High Plains,70.74,29.26,18.27,11.85,5.54,2.29,1/1/2019,1/7/2019,1
20190101,Midwest,99.27,0.73,0,0,0,0,1/1/2019,1/7/2019,1
20190101,Northeast,97.28,2.72,0,0,0,0,1/1/2019,1/7/2019,1
20190101,South,95.65,4.35,0.67,0,0,0,1/1/2019,1/7/2019,1
20190101,Southeast,93.23,6.77,4.44,0,0,0,1/1/2019,1/7/2019,1
20190101,West,51.12,48.88,35.82,17.06,4.5,1.43,1/1/2019,1/7/2019,1
20181225,High Plains,68.24,31.76,18.44,11.85,5.54,2.29,12/25/2018,12/31/2018,1
20181225,Midwest,97.5,2.5,0.4,0,0,0,12/25/2018,12/31/2018,1
20181225,Northeast,95.85,4.15,0,0,0,0,12/25/2018,12/31/2018,1
20181225,South,87.64,12.36,1.2,0,0,0,12/25/2018,12/31/2018,1
20181225,Southeast,93.86,6.14,3.99,0,0,0,12/25/2018,12/31/2018,1
20181225,West,49.42,50.58,36.66,17.92,4.6,1.46,12/25/2018,12/31/2018,1
20181218,High Plains,68.67,31.33,18.44,11.84,5.54,2.29,12/18/2018,12/24/2018,1
20181218,Midwest,98,2,0.4,0,0,0,12/18/2018,12/24/2018,1
20181218,Northeast,95.85,4.15,0,0,0,0,12/18/2018,12/24/2018,1
20181218,South,92.32,7.68,1.2,0,0,0,12/18/2018,12/24/2018,1
20181218,Southeast,93.19,6.81,3.97,0,0,0,12/18/2018,12/24/2018,1
20181218,West,49.31,50.69,37.09,18.35,5.32,1.46,12/18/2018,12/24/2018,1
20181211,High Plains,69.32,30.68,18.44,11.84,5.54,2.29,12/11/2018,12/17/2018,1
20181211,Midwest,98,2,0.38,0,0,0,12/11/2018,12/17/2018,1
20181211,Northeast,95.85,4.15,0,0,0,0,12/11/2018,12/17/2018,1
20181211,South,93.85,6.15,1.05,0,0,0,12/11/2018,12/17/2018,1
20181211,Southeast,92.83,7.17,3.97,0,0,0,12/11/2018,12/17/2018,1
20181211,West,49.31,50.69,37.07,18.35,5.38,1.5,12/11/2018,12/17/2018,1
20181204,High Plains,69.29,30.71,18.44,11.84,5.54,2.29,12/4/2018,12/10/2018,1
20181204,Midwest,98.06,1.94,0,0,0,0,12/4/2018,12/10/2018,1
20181204,Northeast,95.85,4.15,0,0,0,0,12/4/2018,12/10/2018,1
20181204,South,94.9,5.1,0.82,0,0,0,12/4/2018,12/10/2018,1
20181204,Southeast,92.51,7.49,1.53,0,0,0,12/4/2018,12/10/2018,1
20181204,West,49.56,50.44,36.74,18.61,5.46,1.5,12/4/2018,12/10/2018,1
20181127,High Plains,65.34,34.66,20.49,11.84,6.84,2.73,11/27/2018,12/3/2018,1
20181127,Midwest,96.98,3.02,0,0,0,0,11/27/2018,12/3/2018,1
20181127,Northeast,95.72,4.28,0,0,0,0,11/27/2018,12/3/2018,1
20181127,South,95.7,4.3,0.93,0,0,0,11/27/2018,12/3/2018,1
20181127,Southeast,89.17,10.83,2.56,0,0,0,11/27/2018,12/3/2018,1
20181127,West,48.89,51.11,37.17,18.77,5.96,1.64,11/27/2018,12/3/2018,1
20181120,High Plains,65.36,34.64,20.49,11.84,6.98,2.73,11/20/2018,11/26/2018,1
20181120,Midwest,98.14,1.86,0,0,0,0,11/20/2018,11/26/2018,1
20181120,Northeast,95.03,4.97,0,0,0,0,11/20/2018,11/26/2018,1
20181120,South,97.68,2.32,0.69,0,0,0,11/20/2018,11/26/2018,1
20181120,Southeast,89.42,10.58,2.56,0,0,0,11/20/2018,11/26/2018,1
20181120,West,48.71,51.29,36.38,18.84,5.96,1.64,11/20/2018,11/26/2018,1
20181113,High Plains,63.39,36.61,20.49,11.84,6.98,2.73,11/13/2018,11/19/2018,1
20181113,Midwest,97.98,2.02,0,0,0,0,11/13/2018,11/19/2018,1
20181113,Northeast,95.03,4.97,0,0,0,0,11/13/2018,11/19/2018,1
20181113,South,97.68,2.32,0.78,0,0,0,11/13/2018,11/19/2018,1
20181113,Southeast,88.26,11.74,1.64,0,0,0,11/13/2018,11/19/2018,1
20181113,West,46.68,53.32,33.7,19.04,5.93,1.64,11/13/2018,11/19/2018,1
20181106,High Plains,62.71,37.29,20.69,12.82,7.19,2.73,11/6/2018,11/12/2018,1
20181106,Midwest,97.79,2.21,0.01,0,0,0,11/6/2018,11/12/2018,1
20181106,Northeast,91.94,8.06,2.21,0,0,0,11/6/2018,11/12/2018,1
20181106,South,97.12,2.88,0.86,0,0,0,11/6/2018,11/12/2018,1
20181106,Southeast,88.71,11.29,0.94,0,0,0,11/6/2018,11/12/2018,1
20181106,West,46.51,53.49,34.03,19.22,5.93,1.67,11/6/2018,11/12/2018,1
20181030,High Plains,63.14,36.86,20.69,13.31,7.66,2.79,10/30/2018,11/5/2018,1
20181030,Midwest,94.4,5.6,0.14,0,0,0,10/30/2018,11/5/2018,1
20181030,Northeast,88.55,11.45,2.4,0.11,0,0,10/30/2018,11/5/2018,1
20181030,South,95.61,4.39,1.14,0.22,0,0,10/30/2018,11/5/2018,1
20181030,Southeast,87.23,12.77,0.61,0,0,0,10/30/2018,11/5/2018,1
20181030,West,46.88,53.12,35.38,20.38,6.42,1.67,10/30/2018,11/5/2018,1
20181023,High Plains,61.64,38.36,23.12,14.21,8.05,2.79,10/23/2018,10/29/2018,1
20181023,Midwest,93.44,6.56,0.18,0,0,0,10/23/2018,10/29/2018,1
20181023,Northeast,83.45,16.55,2.4,0.43,0,0,10/23/2018,10/29/2018,1
20181023,South,93.66,6.34,2.33,0.87,0.21,0,10/23/2018,10/29/2018,1
20181023,Southeast,85.69,14.31,0.98,0,0,0,10/23/2018,10/29/2018,1
20181023,West,46.33,53.67,37.78,21.12,6.49,1.67,10/23/2018,10/29/2018,1
20181016,High Plains,61.59,38.41,23.12,14.21,8.05,2.79,10/16/2018,10/22/2018,1
20181016,Midwest,93.44,6.56,0.43,0,0,0,10/16/2018,10/22/2018,1
20181016,Northeast,82.45,17.55,2.79,0.43,0,0,10/16/2018,10/22/2018,1
20181016,South,91.62,8.38,2.56,0.93,0.27,0,10/16/2018,10/22/2018,1
20181016,Southeast,88.18,11.82,0.98,0,0,0,10/16/2018,10/22/2018,1
20181016,West,46.28,53.72,37.84,21.63,6.76,1.67,10/16/2018,10/22/2018,1
20181009,High Plains,58.76,41.24,25.56,15.13,8.59,2.79,10/9/2018,10/15/2018,1
20181009,Midwest,90.06,9.94,2.37,0.14,0,0,10/9/2018,10/15/2018,1
20181009,Northeast,78.51,21.49,4.53,0.83,0,0,10/9/2018,10/15/2018,1
20181009,South,79.39,20.61,6.84,1.58,0.3,0,10/9/2018,10/15/2018,1
20181009,Southeast,80.24,19.76,2.53,0,0,0,10/9/2018,10/15/2018,1
20181009,West,44.81,55.19,38.58,22.72,7.92,1.87,10/9/2018,10/15/2018,1
20181002,High Plains,55.09,44.91,27.74,17.78,11.05,3.38,10/2/2018,10/8/2018,1
20181002,Midwest,83.04,16.96,8.42,1.71,0.37,0.01,10/2/2018,10/8/2018,1
20181002,Northeast,78.51,21.49,4.64,0.83,0,0,10/2/2018,10/8/2018,1
20181002,South,74.6,25.4,10.81,3.94,0.52,0,10/2/2018,10/8/2018,1
20181002,Southeast,84.65,15.35,2.44,0,0,0,10/2/2018,10/8/2018,1
20181002,West,41.26,58.74,39.94,25.6,10.04,2.22,10/2/2018,10/8/2018,1
20180925,High Plains,52.2,47.8,28.48,18.28,11.05,3.38,9/25/2018,10/1/2018,1
20180925,Midwest,81.26,18.74,8.55,1.71,0.37,0.01,9/25/2018,10/1/2018,1
20180925,Northeast,78.81,21.19,5.33,0.91,0,0,9/25/2018,10/1/2018,1
20180925,South,70.82,29.18,12.09,4.1,0.48,0,9/25/2018,10/1/2018,1
20180925,Southeast,86.08,13.92,2.94,0,0,0,9/25/2018,10/1/2018,1
20180925,West,41.81,58.19,40.15,26.2,10.46,2.22,9/25/2018,10/1/2018,1
20180918,High Plains,55.6,44.4,28.29,18.14,9.93,2.64,9/18/2018,9/24/2018,1
20180918,Midwest,80.02,19.98,8.63,1.71,0.37,0.01,9/18/2018,9/24/2018,1
20180918,Northeast,81.11,18.89,5.33,0.91,0,0,9/18/2018,9/24/2018,1
20180918,South,56.31,43.69,18.8,5.69,1.3,0.05,9/18/2018,9/24/2018,1
20180918,Southeast,89.23,10.77,1.83,0,0,0,9/18/2018,9/24/2018,1
20180918,West,41.77,58.23,40.67,23.96,10.03,2.14,9/18/2018,9/24/2018,1
20180911,High Plains,57.53,42.47,26.45,17.22,9.8,2.05,9/11/2018,9/17/2018,1
20180911,Midwest,80.02,19.98,8.63,1.72,0.37,0.01,9/11/2018,9/17/2018,1
20180911,Northeast,81.11,18.89,5.33,0.91,0,0,9/11/2018,9/17/2018,1
20180911,South,53.49,46.51,19.99,6.22,1.39,0.05,9/11/2018,9/17/2018,1
20180911,Southeast,89.55,10.45,1.08,0,0,0,9/11/2018,9/17/2018,1
20180911,West,41.71,58.29,40.16,23.62,9.4,2.14,9/11/2018,9/17/2018,1
20180904,High Plains,56.26,43.74,27,16.43,9.85,2.08,9/4/2018,9/10/2018,1
20180904,Midwest,72.29,27.71,12.14,3.37,0.95,0.01,9/4/2018,9/10/2018,1
20180904,Northeast,79.21,20.79,7.77,1.79,0,0,9/4/2018,9/10/2018,1
20180904,South,43.66,56.34,38.65,16.62,3.55,0.06,9/4/2018,9/10/2018,1
20180904,Southeast,88.92,11.08,0.69,0,0,0,9/4/2018,9/10/2018,1
20180904,West,41.85,58.15,39.96,23.9,9.75,2.14,9/4/2018,9/10/2018,1
20180828,High Plains,52.83,47.17,25.85,16.9,10.07,1.86,8/28/2018,9/3/2018,1
20180828,Midwest,62.08,37.92,16.34,7.06,2.03,0.56,8/28/2018,9/3/2018,1
20180828,Northeast,80.27,19.73,7.2,0,0,0,8/28/2018,9/3/2018,1
20180828,South,40.21,59.79,38.33,18.89,4.43,0.15,8/28/2018,9/3/2018,1
20180828,Southeast,95.76,4.24,0,0,0,0,8/28/2018,9/3/2018,1
20180828,West,41.82,58.18,39.54,23.05,8.95,2.14,8/28/2018,9/3/2018,1
20180821,High Plains,51.7,48.3,29.41,18.19,10.54,1.86,8/21/2018,8/27/2018,1
20180821,Midwest,58.03,41.97,18.39,7.51,2.66,0.65,8/21/2018,8/27/2018,1
20180821,Northeast,80.08,19.92,7.2,0,0,0,8/21/2018,8/27/2018,1
20180821,South,36.45,63.55,37.64,17.38,3.6,0.32,8/21/2018,8/27/2018,1
20180821,Southeast,97.28,2.72,0,0,0,0,8/21/2018,8/27/2018,1
20180821,West,41.79,58.21,39.26,22.49,8.95,2.14,8/21/2018,8/27/2018,1
20180814,High Plains,54.9,45.1,28.27,18.65,11.12,2.15,8/14/2018,8/20/2018,1
20180814,Midwest,56.53,43.47,19.42,8.22,3.65,0.77,8/14/2018,8/20/2018,1
20180814,Northeast,76.23,23.77,8.35,0,0,0,8/14/2018,8/20/2018,1
20180814,South,32.07,67.93,43.52,20.84,4.18,0.52,8/14/2018,8/20/2018,1
20180814,Southeast,97.01,2.99,0,0,0,0,8/14/2018,8/20/2018,1
20180814,West,41.49,58.51,39.33,22.69,9.4,2.14,8/14/2018,8/20/2018,1
20180807,High Plains,61.61,38.39,26.86,18.2,8.61,1.93,8/7/2018,8/13/2018,1
20180807,Midwest,63.02,36.98,16.16,6.58,2.8,0.03,8/7/2018,8/13/2018,1
20180807,Northeast,75.99,24.01,8.35,0,0,0,8/7/2018,8/13/2018,1
20180807,South,29.62,70.38,48.76,29.01,11.17,0.52,8/7/2018,8/13/2018,1
20180807,Southeast,97.76,2.24,0,0,0,0,8/7/2018,8/13/2018,1
20180807,West,45.38,54.62,38.01,22.62,9.66,2.28,8/7/2018,8/13/2018,1
20180731,High Plains,61.99,38.01,25.99,18.57,10.24,2.23,7/31/2018,8/6/2018,1
20180731,Midwest,64.38,35.62,14.05,4.87,2.53,0,7/31/2018,8/6/2018,1
20180731,Northeast,72.96,27.04,9.34,0,0,0,7/31/2018,8/6/2018,1
20180731,South,29.22,70.78,46.11,23.79,5.58,0,7/31/2018,8/6/2018,1
20180731,Southeast,92.59,7.41,0,0,0,0,7/31/2018,8/6/2018,1
20180731,West,45.66,54.34,36.79,21.62,10.29,2.36,7/31/2018,8/6/2018,1
20180724,High Plains,61.25,38.75,26.19,16.68,9.36,2.24,7/24/2018,7/30/2018,1
20180724,Midwest,64.51,35.49,10.97,4.86,2.27,0,7/24/2018,7/30/2018,1
20180724,Northeast,62.44,37.56,10.96,0,0,0,7/24/2018,7/30/2018,1
20180724,South,30.14,69.86,42.5,21.6,3.92,0,7/24/2018,7/30/2018,1
20180724,Southeast,95.67,4.33,0,0,0,0,7/24/2018,7/30/2018,1
20180724,West,47.89,52.11,35.06,22.79,11.48,2.37,7/24/2018,7/30/2018,1
20180717,High Plains,62.84,37.16,26.76,16.51,9.17,2.79,7/17/2018,7/23/2018,1
20180717,Midwest,77.63,22.37,8.67,3.94,1.54,0,7/17/2018,7/23/2018,1
20180717,Northeast,58.08,41.92,11.87,0,0,0,7/17/2018,7/23/2018,1
20180717,South,34.77,65.23,37.9,14.52,2.91,0,7/17/2018,7/23/2018,1
20180717,Southeast,94.13,5.87,0,0,0,0,7/17/2018,7/23/2018,1
20180717,West,49.09,50.91,34.61,20.65,12.06,2.69,7/17/2018,7/23/2018,1
20180710,High Plains,62.15,37.85,26.77,16.49,9.11,2.72,7/10/2018,7/16/2018,1
20180710,Midwest,80.24,19.76,7.98,3.71,1.15,0,7/10/2018,7/16/2018,1
20180710,Northeast,64.83,35.17,8.8,0,0,0,7/10/2018,7/16/2018,1
20180710,South,33.36,66.64,39.54,14.27,3.67,0,7/10/2018,7/16/2018,1
20180710,Southeast,95.74,4.26,0,0,0,0,7/10/2018,7/16/2018,1
20180710,West,50.67,49.33,32.54,20.19,12.35,2.74,7/10/2018,7/16/2018,1
20180703,High Plains,58.77,41.23,25.85,15.9,8.37,1.8,7/3/2018,7/9/2018,1
20180703,Midwest,83.57,16.43,6.89,2.68,0,0,7/3/2018,7/9/2018,1
20180703,Northeast,67.43,32.57,5.88,0,0,0,7/3/2018,7/9/2018,1
20180703,South,27.47,72.53,41.74,16.81,4.59,0.29,7/3/2018,7/9/2018,1
20180703,Southeast,97.28,2.72,0,0,0,0,7/3/2018,7/9/2018,1
20180703,West,51.27,48.73,31.58,20.21,11.68,2.92,7/3/2018,7/9/2018,1
20180626,High Plains,54.55,45.45,26.46,15.61,8.54,1.8,6/26/2018,7/2/2018,1
20180626,Midwest,82.55,17.45,6.34,2.47,0,0,6/26/2018,7/2/2018,1
20180626,Northeast,69.41,30.59,5.88,0,0,0,6/26/2018,7/2/2018,1
20180626,South,33.01,66.99,36.32,13.14,4.13,0.05,6/26/2018,7/2/2018,1
20180626,Southeast,98.1,1.9,0,0,0,0,6/26/2018,7/2/2018,1
20180626,West,51.33,48.67,31.58,20.23,11.68,2.92,6/26/2018,7/2/2018,1
20180619,High Plains,50.85,49.15,29.58,16.63,8.15,1.59,6/19/2018,6/25/2018,1
20180619,Midwest,84.48,15.52,5.37,2.25,0,0,6/19/2018,6/25/2018,1
20180619,Northeast,70.65,29.35,0,0,0,0,6/19/2018,6/25/2018,1
20180619,South,37.43,62.57,34.78,14.93,3.85,0.72,6/19/2018,6/25/2018,1
20180619,Southeast,98.01,1.99,0,0,0,0,6/19/2018,6/25/2018,1
20180619,West,53.34,46.66,28.98,20.55,11.82,2.75,6/19/2018,6/25/2018,1
20180612,High Plains,47.61,52.39,35.96,17.51,9.24,1.59,6/12/2018,6/18/2018,1
20180612,Midwest,75.6,24.4,4.81,1.03,0,0,6/12/2018,6/18/2018,1
20180612,Northeast,93.23,6.77,0,0,0,0,6/12/2018,6/18/2018,1
20180612,South,34.88,65.12,33.91,17.4,8.1,1.51,6/12/2018,6/18/2018,1
20180612,Southeast,98.6,1.4,0,0,0,0,6/12/2018,6/18/2018,1
20180612,West,55.57,44.43,28.78,20.64,11.98,2.76,6/12/2018,6/18/2018,1
20180605,High Plains,46.75,53.25,36.25,19.71,9.75,1.82,6/5/2018,6/11/2018,1
20180605,Midwest,77,23,3.78,0.5,0,0,6/5/2018,6/11/2018,1
20180605,Northeast,93.23,6.77,0,0,0,0,6/5/2018,6/11/2018,1
20180605,South,39.35,60.65,30.12,17.24,7.39,1.68,6/5/2018,6/11/2018,1
20180605,Southeast,98.5,1.5,0,0,0,0,6/5/2018,6/11/2018,1
20180605,West,56.59,43.41,28.81,20.33,11.9,2.76,6/5/2018,6/11/2018,1
20180529,High Plains,47.84,52.16,36.18,19.7,9.44,1.83,5/29/2018,6/4/2018,1
20180529,Midwest,75.78,24.22,3.6,0.21,0,0,5/29/2018,6/4/2018,1
20180529,Northeast,99.17,0.83,0,0,0,0,5/29/2018,6/4/2018,1
20180529,South,51.74,48.26,26.46,16.47,7.9,1.9,5/29/2018,6/4/2018,1
20180529,Southeast,96.82,3.18,0,0,0,0,5/29/2018,6/4/2018,1
20180529,West,59.19,40.81,28.83,20.41,11.97,2.77,5/29/2018,6/4/2018,1
