MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20150908,Southeast,42.32,57.68,25.37,6.3,0.21,0,9/8/2015,9/14/2015,1
20150908,West,22.53,77.47,48.67,32.19,20.16,5.74,9/8/2015,9/14/2015,1
20150901,High Plains,91.92,8.08,0.16,0,0,0,9/1/2015,9/7/2015,1
20150901,Midwest,92.11,7.89,0.39,0,0,0,9/1/2015,9/7/2015,1
20150901,Northeast,72.78,27.22,3.25,0,0,0,9/1/2015,9/7/2015,1
20150901,South,56.77,43.23,24.61,7.93,0.67,0,9/1/2015,9/7/2015,1
20150901,Southeast,47.37,52.63,24.79,5.69,0.86,0,9/1/2015,9/7/2015,1
20150901,West,18.63,81.37,51.61,32.2,20.16,5.74,9/1/2015,9/7/2015,1
20150825,High Plains,93.79,6.21,0.16,0,0,0,8/25/2015,8/31/2015,1
20150825,Midwest,91.38,8.62,1.24,0,0,0,8/25/2015,8/31/2015,1
20150825,Northeast,76.7,23.3,2.16,0,0,0,8/25/2015,8/31/2015,1
20150825,South,57.7,42.3,20.79,4.47,0,0,8/25/2015,8/31/2015,1
20150825,Southeast,47.47,52.53,22.3,5.93,1.09,0,8/25/2015,8/31/2015,1
20150825,West,18.93,81.07,52.24,32.07,20.81,5.74,8/25/2015,8/31/2015,1
20150818,High Plains,93.89,6.11,0.1,0,0,0,8/18/2015,8/24/2015,1
20150818,Midwest,90.53,9.47,1.28,0,0,0,8/18/2015,8/24/2015,1
20150818,Northeast,77.82,22.18,2.33,0,0,0,8/18/2015,8/24/2015,1
20150818,South,54.91,45.09,20.11,6.11,0,0,8/18/2015,8/24/2015,1
20150818,Southeast,47.69,52.31,24.47,6.44,0.96,0,8/18/2015,8/24/2015,1
20150818,West,19.3,80.7,51.92,31.69,17.86,5.74,8/18/2015,8/24/2015,1
20150811,High Plains,93.24,6.76,0.1,0,0,0,8/11/2015,8/17/2015,1
20150811,Midwest,93.15,6.85,0.73,0,0,0,8/11/2015,8/17/2015,1
20150811,Northeast,83.14,16.86,2.33,0,0,0,8/11/2015,8/17/2015,1
20150811,South,58.89,41.11,15.75,3.82,0,0,8/11/2015,8/17/2015,1
20150811,Southeast,47.61,52.39,24.1,5.39,0.53,0,8/11/2015,8/17/2015,1
20150811,West,19.3,80.7,52.7,32,17.51,5.74,8/11/2015,8/17/2015,1
20150804,High Plains,84.98,15.02,0.67,0,0,0,8/4/2015,8/10/2015,1
20150804,Midwest,89.91,10.09,0,0,0,0,8/4/2015,8/10/2015,1
20150804,Northeast,90.25,9.75,2.33,0,0,0,8/4/2015,8/10/2015,1
20150804,South,76.67,23.33,5.43,0.09,0,0,8/4/2015,8/10/2015,1
20150804,Southeast,46.98,53.02,23.84,5.39,0.47,0,8/4/2015,8/10/2015,1
20150804,West,19.29,80.71,52.8,32.42,16.77,5.4,8/4/2015,8/10/2015,1
20150728,High Plains,84.98,15.02,0.67,0,0,0,7/28/2015,8/3/2015,1
20150728,Midwest,93.21,6.79,0,0,0,0,7/28/2015,8/3/2015,1
20150728,Northeast,91.21,8.79,2.24,0,0,0,7/28/2015,8/3/2015,1
20150728,South,87.23,12.77,0.34,0,0,0,7/28/2015,8/3/2015,1
20150728,Southeast,56.68,43.32,18.25,2.66,0.38,0,7/28/2015,8/3/2015,1
20150728,West,19.29,80.71,52.8,32.42,16.77,5.4,7/28/2015,8/3/2015,1
20150721,High Plains,88.44,11.56,0.67,0,0,0,7/21/2015,7/27/2015,1
20150721,Midwest,98.1,1.9,0,0,0,0,7/21/2015,7/27/2015,1
20150721,Northeast,91.21,8.79,2.24,0,0,0,7/21/2015,7/27/2015,1
20150721,South,96.9,3.1,0.01,0,0,0,7/21/2015,7/27/2015,1
20150721,Southeast,59.13,40.87,18.54,2.39,0.39,0,7/21/2015,7/27/2015,1
20150721,West,23.91,76.09,53.08,31.62,14.23,5.4,7/21/2015,7/27/2015,1
20150714,High Plains,89.71,10.29,0.67,0,0,0,7/14/2015,7/20/2015,1
20150714,Midwest,98.2,1.8,0,0,0,0,7/14/2015,7/20/2015,1
20150714,Northeast,91.21,8.79,2.24,0,0,0,7/14/2015,7/20/2015,1
20150714,South,97.77,2.23,0.01,0,0,0,7/14/2015,7/20/2015,1
20150714,Southeast,63.18,36.82,16.25,2.65,0.37,0,7/14/2015,7/20/2015,1
20150714,West,22.41,77.59,53.97,33,14.23,5.4,7/14/2015,7/20/2015,1
20150707,High Plains,85.54,14.46,0.67,0,0,0,7/7/2015,7/13/2015,1
20150707,Midwest,98.9,1.1,0,0,0,0,7/7/2015,7/13/2015,1
20150707,Northeast,83.73,16.27,3.42,0,0,0,7/7/2015,7/13/2015,1
20150707,South,95.83,4.17,0.13,0,0,0,7/7/2015,7/13/2015,1
20150707,Southeast,65.13,34.87,15.79,2.07,0.3,0,7/7/2015,7/13/2015,1
20150707,West,22.23,77.77,52.66,32.46,14.23,5.48,7/7/2015,7/13/2015,1
20150630,High Plains,82.6,17.4,1.38,0,0,0,6/30/2015,7/6/2015,1
20150630,Midwest,95.73,4.27,0,0,0,0,6/30/2015,7/6/2015,1
20150630,Northeast,78.74,21.26,3.89,0,0,0,6/30/2015,7/6/2015,1
20150630,South,92.89,7.11,0.92,0,0,0,6/30/2015,7/6/2015,1
20150630,Southeast,58.08,41.92,15.21,1.75,0,0,6/30/2015,7/6/2015,1
20150630,West,24.4,75.6,49.15,29.42,12.92,5.48,6/30/2015,7/6/2015,1
20150623,High Plains,82.6,17.4,1.38,0,0,0,6/23/2015,6/29/2015,1
20150623,Midwest,90.05,9.95,0.91,0,0,0,6/23/2015,6/29/2015,1
20150623,Northeast,68.65,31.35,10.14,0,0,0,6/23/2015,6/29/2015,1
20150623,South,92.68,7.32,1.09,0,0,0,6/23/2015,6/29/2015,1
20150623,Southeast,58.72,41.28,11.5,1.73,0,0,6/23/2015,6/29/2015,1
20150623,West,24.41,75.59,45.74,27.06,12.92,5.48,6/23/2015,6/29/2015,1
20150616,High Plains,81.03,18.97,1.9,0,0,0,6/16/2015,6/22/2015,1
20150616,Midwest,82.01,17.99,4.02,0,0,0,6/16/2015,6/22/2015,1
20150616,Northeast,57.85,42.15,13.94,0,0,0,6/16/2015,6/22/2015,1
20150616,South,93.66,6.34,0.89,0,0,0,6/16/2015,6/22/2015,1
20150616,Southeast,70,30,4.89,0.32,0,0,6/16/2015,6/22/2015,1
20150616,West,31.36,68.64,42.42,26,12.92,5.48,6/16/2015,6/22/2015,1
20150609,High Plains,76.62,23.38,2.55,0,0,0,6/9/2015,6/15/2015,1
20150609,Midwest,85.86,14.14,0,0,0,0,6/9/2015,6/15/2015,1
20150609,Northeast,54.28,45.72,12.85,0,0,0,6/9/2015,6/15/2015,1
20150609,South,92.75,7.25,0.27,0,0,0,6/9/2015,6/15/2015,1
20150609,Southeast,72.9,27.1,3.04,0.28,0,0,6/9/2015,6/15/2015,1
20150609,West,35.82,64.18,41.53,26.16,13.21,5.87,6/9/2015,6/15/2015,1
20150602,High Plains,71.94,28.06,6.12,0,0,0,6/2/2015,6/8/2015,1
20150602,Midwest,80.41,19.59,2.37,0,0,0,6/2/2015,6/8/2015,1
20150602,Northeast,49.46,50.54,12.85,0,0,0,6/2/2015,6/8/2015,1
20150602,South,91.31,8.69,0.32,0,0,0,6/2/2015,6/8/2015,1
20150602,Southeast,67.17,32.83,3.8,0.28,0,0,6/2/2015,6/8/2015,1
20150602,West,35.16,64.84,41.91,27.08,13.56,5.99,6/2/2015,6/8/2015,1
20150526,High Plains,68.56,31.44,6.68,0.2,0,0,5/26/2015,6/1/2015,1
20150526,Midwest,56.89,43.11,6.09,0,0,0,5/26/2015,6/1/2015,1
20150526,Northeast,29.45,70.55,23.6,0,0,0,5/26/2015,6/1/2015,1
20150526,South,82.07,17.93,3.09,0,0,0,5/26/2015,6/1/2015,1
20150526,Southeast,65.26,34.74,2.1,0,0,0,5/26/2015,6/1/2015,1
20150526,West,39.14,60.86,41.93,27.08,13.26,5.99,5/26/2015,6/1/2015,1
20150519,High Plains,54.18,45.82,18.53,2.74,0,0,5/19/2015,5/25/2015,1
20150519,Midwest,58.14,41.86,13.84,0,0,0,5/19/2015,5/25/2015,1
20150519,Northeast,36.06,63.94,22.7,0,0,0,5/19/2015,5/25/2015,1
20150519,South,75.75,24.25,13.35,2.86,0,0,5/19/2015,5/25/2015,1
20150519,Southeast,80.54,19.46,1.44,0,0,0,5/19/2015,5/25/2015,1
20150519,West,39.04,60.96,42.37,27.15,13.26,5.99,5/19/2015,5/25/2015,1
20150512,High Plains,40.32,59.68,30.9,7.02,0.08,0,5/12/2015,5/18/2015,1
20150512,Midwest,54.56,45.44,21.01,5.9,0,0,5/12/2015,5/18/2015,1
20150512,Northeast,37.84,62.16,0,0,0,0,5/12/2015,5/18/2015,1
20150512,South,71.75,28.25,17.8,7.15,1.47,0,5/12/2015,5/18/2015,1
20150512,Southeast,81.9,18.1,0.85,0,0,0,5/12/2015,5/18/2015,1
20150512,West,38.56,61.44,43.52,27.27,13.23,5.99,5/12/2015,5/18/2015,1
20150505,High Plains,33.23,66.77,43.94,15.01,0.24,0,5/5/2015,5/11/2015,1
20150505,Midwest,55.89,44.11,21.62,6.74,0,0,5/5/2015,5/11/2015,1
20150505,Northeast,49.62,50.38,0,0,0,0,5/5/2015,5/11/2015,1
20150505,South,69.59,30.41,22.79,13.98,5.16,1.48,5/5/2015,5/11/2015,1
20150505,Southeast,85.88,14.12,0.72,0,0,0,5/5/2015,5/11/2015,1
20150505,West,39.04,60.96,43.52,27.27,13.23,5.99,5/5/2015,5/11/2015,1
20150428,High Plains,33.15,66.85,43.87,14.22,0.51,0,4/28/2015,5/4/2015,1
20150428,Midwest,59.28,40.72,21.28,5.39,0,0,4/28/2015,5/4/2015,1
20150428,Northeast,60.21,39.79,0,0,0,0,4/28/2015,5/4/2015,1
20150428,South,69.52,30.48,23.41,14.32,6.05,1.57,4/28/2015,5/4/2015,1
20150428,Southeast,87.73,12.27,1,0,0,0,4/28/2015,5/4/2015,1
20150428,West,41.12,58.88,42.67,27.2,13.3,5.99,4/28/2015,5/4/2015,1
20150421,High Plains,32.92,67.08,40.94,12.67,0.66,0,4/21/2015,4/27/2015,1
20150421,Midwest,57.4,42.6,21.12,0,0,0,4/21/2015,4/27/2015,1
20150421,Northeast,59.97,40.03,0,0,0,0,4/21/2015,4/27/2015,1
20150421,South,66.98,33.02,25.57,18.05,9.66,2.4,4/21/2015,4/27/2015,1
20150421,Southeast,85.85,14.15,2.17,0.98,0,0,4/21/2015,4/27/2015,1
20150421,West,42.77,57.23,42.19,25.96,12.96,5.99,4/21/2015,4/27/2015,1
20150414,High Plains,26.09,73.91,40.67,12.83,0.79,0,4/14/2015,4/20/2015,1
20150414,Midwest,54.79,45.21,21.08,0,0,0,4/14/2015,4/20/2015,1
20150414,Northeast,54.75,45.25,0,0,0,0,4/14/2015,4/20/2015,1
20150414,South,59.83,40.17,28.06,19.32,12.82,3.11,4/14/2015,4/20/2015,1
20150414,Southeast,63.58,36.42,3.96,0.6,0,0,4/14/2015,4/20/2015,1
20150414,West,42.72,57.28,41.77,25.88,12.85,5.75,4/14/2015,4/20/2015,1
20150407,High Plains,25.24,74.76,35.96,12.74,0.79,0,4/7/2015,4/13/2015,1
20150407,Midwest,52.13,47.87,21.85,0,0,0,4/7/2015,4/13/2015,1
20150407,Northeast,53.44,46.56,0,0,0,0,4/7/2015,4/13/2015,1
20150407,South,57.24,42.76,29.46,19.85,13.1,3.5,4/7/2015,4/13/2015,1
20150407,Southeast,62.2,37.8,5.39,0.72,0,0,4/7/2015,4/13/2015,1
20150407,West,40.86,59.14,41.29,25.76,12.85,5.75,4/7/2015,4/13/2015,1
20150331,High Plains,27.26,72.74,35.96,11.9,0.3,0,3/31/2015,4/6/2015,1
20150331,Midwest,54.11,45.89,21.85,0,0,0,3/31/2015,4/6/2015,1
20150331,Northeast,54.53,45.47,0,0,0,0,3/31/2015,4/6/2015,1
20150331,South,57.3,42.7,29.63,19.6,12.61,2.79,3/31/2015,4/6/2015,1
20150331,Southeast,66.98,33.02,4.23,0.17,0,0,3/31/2015,4/6/2015,1
20150331,West,40.83,59.17,41.3,25.14,12.85,5.45,3/31/2015,4/6/2015,1
20150324,High Plains,27.64,72.36,28.3,8.07,0.3,0,3/24/2015,3/30/2015,1
20150324,Midwest,61.59,38.41,16.38,0,0,0,3/24/2015,3/30/2015,1
20150324,Northeast,74.9,25.1,0,0,0,0,3/24/2015,3/30/2015,1
20150324,South,55.25,44.75,29.95,19.37,11.66,2.79,3/24/2015,3/30/2015,1
20150324,Southeast,74.78,25.22,2.97,0.21,0,0,3/24/2015,3/30/2015,1
20150324,West,41,59,41.3,23.33,12.85,5.45,3/24/2015,3/30/2015,1
20150317,High Plains,36.64,63.36,25.26,5.52,0.3,0,3/17/2015,3/23/2015,1
20150317,Midwest,67.31,32.69,16.28,0,0,0,3/17/2015,3/23/2015,1
20150317,Northeast,84.25,15.75,0,0,0,0,3/17/2015,3/23/2015,1
20150317,South,46.23,53.77,32.66,20.06,11.54,2.27,3/17/2015,3/23/2015,1
20150317,Southeast,74.71,25.29,3.02,0,0,0,3/17/2015,3/23/2015,1
20150317,West,40.86,59.14,41.7,22.58,12.53,5.31,3/17/2015,3/23/2015,1
20150310,High Plains,45.43,54.57,21.13,5.51,0.3,0,3/10/2015,3/16/2015,1
20150310,Midwest,67.3,32.7,0.97,0,0,0,3/10/2015,3/16/2015,1
20150310,Northeast,86.09,13.91,0,0,0,0,3/10/2015,3/16/2015,1
20150310,South,43.89,56.11,34.08,19.55,10.21,2.27,3/10/2015,3/16/2015,1
20150310,Southeast,76.97,23.03,3.62,0,0,0,3/10/2015,3/16/2015,1
20150310,West,40.63,59.37,41.34,21.76,12.53,5.31,3/10/2015,3/16/2015,1
20150303,High Plains,46.08,53.92,20.66,5.51,0.3,0,3/3/2015,3/9/2015,1
20150303,Midwest,76.38,23.62,1.11,0,0,0,3/3/2015,3/9/2015,1
20150303,Northeast,83.24,16.76,0,0,0,0,3/3/2015,3/9/2015,1
20150303,South,36.75,63.25,35.83,20.17,10.48,2.47,3/3/2015,3/9/2015,1
20150303,Southeast,75.45,24.55,3.93,0,0,0,3/3/2015,3/9/2015,1
20150303,West,39.61,60.39,41.44,21.42,12.53,5.31,3/3/2015,3/9/2015,1
20150224,High Plains,46.08,53.92,20.66,5.51,0.3,0,2/24/2015,3/2/2015,1
20150224,Midwest,72.48,27.52,1.69,0,0,0,2/24/2015,3/2/2015,1
20150224,Northeast,82.68,17.32,0,0,0,0,2/24/2015,3/2/2015,1
20150224,South,33.91,66.09,40.23,20.99,10.95,3.02,2/24/2015,3/2/2015,1
20150224,Southeast,70.66,29.34,4.38,0,0,0,2/24/2015,3/2/2015,1
20150224,West,41.72,58.28,41.51,22.61,13.1,5.31,2/24/2015,3/2/2015,1
20150217,High Plains,46.61,53.39,20.18,5.51,0.3,0,2/17/2015,2/23/2015,1
20150217,Midwest,70.7,29.3,5.48,0,0,0,2/17/2015,2/23/2015,1
20150217,Northeast,82.13,17.87,0,0,0,0,2/17/2015,2/23/2015,1
20150217,South,29.74,70.26,36.69,22.13,10.07,3.02,2/17/2015,2/23/2015,1
20150217,Southeast,70.51,29.49,3.42,0,0,0,2/17/2015,2/23/2015,1
20150217,West,42.4,57.6,40.47,22.27,12.99,5.43,2/17/2015,2/23/2015,1
20150210,High Plains,46.61,53.39,12.64,5.51,0.3,0,2/10/2015,2/16/2015,1
20150210,Midwest,70.7,29.3,5.48,0,0,0,2/10/2015,2/16/2015,1
20150210,Northeast,81.7,18.3,0,0,0,0,2/10/2015,2/16/2015,1
20150210,South,42.31,57.69,33.75,20.56,9.71,3.02,2/10/2015,2/16/2015,1
20150210,Southeast,74.8,25.2,0.41,0,0,0,2/10/2015,2/16/2015,1
20150210,West,52.09,47.91,38.47,22.29,12.89,5.25,2/10/2015,2/16/2015,1
20150203,High Plains,50.35,49.65,12.49,5.51,0.3,0,2/3/2015,2/9/2015,1
20150203,Midwest,72.43,27.57,3.16,0,0,0,2/3/2015,2/9/2015,1
20150203,Northeast,82.28,17.72,0,0,0,0,2/3/2015,2/9/2015,1
20150203,South,48.42,51.58,32.7,18.18,8.68,2.18,2/3/2015,2/9/2015,1
20150203,Southeast,83.78,16.22,0.41,0,0,0,2/3/2015,2/9/2015,1
20150203,West,51.97,48.03,38.54,22.83,13.96,5.25,2/3/2015,2/9/2015,1
20150127,High Plains,51.17,48.83,12.46,5.51,0.3,0,1/27/2015,2/2/2015,1
20150127,Midwest,60.02,39.98,3.12,0,0,0,1/27/2015,2/2/2015,1
20150127,Northeast,82.28,17.72,0,0,0,0,1/27/2015,2/2/2015,1
20150127,South,48.91,51.09,31.26,18.12,8.68,2.3,1/27/2015,2/2/2015,1
20150127,Southeast,85.23,14.77,0.41,0,0,0,1/27/2015,2/2/2015,1
20150127,West,51.27,48.73,39.32,24.35,14.11,5.25,1/27/2015,2/2/2015,1
20150120,High Plains,56.27,43.73,11.35,5.51,0.3,0,1/20/2015,1/26/2015,1
20150120,Midwest,81.26,18.74,1.3,0,0,0,1/20/2015,1/26/2015,1
20150120,Northeast,83.69,16.31,0,0,0,0,1/20/2015,1/26/2015,1
20150120,South,48.33,51.67,33.13,18.34,8.73,2.3,1/20/2015,1/26/2015,1
20150120,Southeast,84.85,15.15,0.66,0,0,0,1/20/2015,1/26/2015,1
20150120,West,53.13,46.87,38.81,24.54,13.96,4.79,1/20/2015,1/26/2015,1
20150113,High Plains,59.44,40.56,11.28,5.51,0.3,0,1/13/2015,1/19/2015,1
20150113,Midwest,82.18,17.82,1.17,0,0,0,1/13/2015,1/19/2015,1
20150113,Northeast,89.26,10.74,0,0,0,0,1/13/2015,1/19/2015,1
20150113,South,52.16,47.84,31.78,17.54,8.58,2.22,1/13/2015,1/19/2015,1
20150113,Southeast,90.35,9.65,0.66,0,0,0,1/13/2015,1/19/2015,1
20150113,West,52.31,47.69,38.73,24.2,13.96,4.79,1/13/2015,1/19/2015,1
20150106,High Plains,59.44,40.56,11.28,5.51,0.3,0,1/6/2015,1/12/2015,1
20150106,Midwest,83.85,16.15,0.11,0,0,0,1/6/2015,1/12/2015,1
20150106,Northeast,89.25,10.75,0,0,0,0,1/6/2015,1/12/2015,1
20150106,South,52.92,47.08,31.22,17.83,8.39,1.99,1/6/2015,1/12/2015,1
20150106,Southeast,88.86,11.14,0.66,0,0,0,1/6/2015,1/12/2015,1
20150106,West,52.7,47.3,39.5,24.31,14,4.07,1/6/2015,1/12/2015,1
20141230,High Plains,59.44,40.56,11.28,5.46,0.36,0,12/30/2014,1/5/2015,1
20141230,Midwest,83.08,16.92,0.11,0,0,0,12/30/2014,1/5/2015,1
20141230,Northeast,86.72,13.28,0,0,0,0,12/30/2014,1/5/2015,1
20141230,South,41.57,58.43,33.88,18.43,8.8,2.36,12/30/2014,1/5/2015,1
20141230,Southeast,85.27,14.73,0.86,0,0,0,12/30/2014,1/5/2015,1
20141230,West,52.82,47.18,39.68,24.45,14.08,4.07,12/30/2014,1/5/2015,1
20141223,High Plains,59.44,40.56,11.28,5.46,0.36,0,12/23/2014,12/29/2014,1
20141223,Midwest,83.23,16.77,0.11,0,0,0,12/23/2014,12/29/2014,1
20141223,Northeast,85.85,14.15,0,0,0,0,12/23/2014,12/29/2014,1
20141223,South,36.25,63.75,36.81,18.91,8.12,2.26,12/23/2014,12/29/2014,1
20141223,Southeast,60.46,39.54,8.4,0.95,0,0,12/23/2014,12/29/2014,1
20141223,West,52.71,47.29,39.77,24.6,14.08,4.07,12/23/2014,12/29/2014,1
20141216,High Plains,61.11,38.89,11.28,5.46,0.36,0,12/16/2014,12/22/2014,1
20141216,Midwest,83.23,16.77,0.11,0,0,0,12/16/2014,12/22/2014,1
20141216,Northeast,85.43,14.57,0,0,0,0,12/16/2014,12/22/2014,1
20141216,South,37.83,62.17,36.89,18.96,7.96,2.06,12/16/2014,12/22/2014,1
20141216,Southeast,60.57,39.43,8.13,0.95,0,0,12/16/2014,12/22/2014,1
20141216,West,52.64,47.36,39.96,24.75,14.14,4.07,12/16/2014,12/22/2014,1
20141209,High Plains,60.95,39.05,11.46,5.63,0.36,0,12/9/2014,12/15/2014,1
20141209,Midwest,85.61,14.39,0.11,0,0,0,12/9/2014,12/15/2014,1
20141209,Northeast,78.02,21.98,0.83,0,0,0,12/9/2014,12/15/2014,1
20141209,South,42.55,57.45,36.01,17.75,7.96,2.06,12/9/2014,12/15/2014,1
20141209,Southeast,64.92,35.08,5.37,0.48,0,0,12/9/2014,12/15/2014,1
20141209,West,52.49,47.51,40.2,24.84,14.31,6.37,12/9/2014,12/15/2014,1
20141202,High Plains,60.95,39.05,11.46,5.63,0.36,0,12/2/2014,12/8/2014,1
20141202,Midwest,85.61,14.39,0.11,0,0,0,12/2/2014,12/8/2014,1
20141202,Northeast,78.69,21.31,2.07,0,0,0,12/2/2014,12/8/2014,1
20141202,South,46.47,53.53,32.26,16.58,7.24,1.97,12/2/2014,12/8/2014,1
20141202,Southeast,66.76,33.24,3.99,0.61,0,0,12/2/2014,12/8/2014,1
20141202,West,52.61,47.39,40.2,24.84,14.31,6.37,12/2/2014,12/8/2014,1
20141125,High Plains,64.4,35.6,11.17,5.63,0.36,0,11/25/2014,12/1/2014,1
20141125,Midwest,86.45,13.55,0.11,0,0,0,11/25/2014,12/1/2014,1
20141125,Northeast,76.15,23.85,2.37,0,0,0,11/25/2014,12/1/2014,1
20141125,South,46.51,53.49,31.83,16.57,7.24,1.97,11/25/2014,12/1/2014,1
20141125,Southeast,64.51,35.49,3.42,0.28,0,0,11/25/2014,12/1/2014,1
20141125,West,52.9,47.1,40.06,24.73,14.14,6.37,11/25/2014,12/1/2014,1
20141118,High Plains,74.05,25.95,11.17,5.63,0.36,0,11/18/2014,11/24/2014,1
20141118,Midwest,88.84,11.16,0.11,0,0,0,11/18/2014,11/24/2014,1
20141118,Northeast,80.12,19.88,2.37,0,0,0,11/18/2014,11/24/2014,1
20141118,South,43.01,56.99,33.25,18.35,7.83,2.62,11/18/2014,11/24/2014,1
20141118,Southeast,47.89,52.11,6.48,0.42,0,0,11/18/2014,11/24/2014,1
20141118,West,52.84,47.16,40.06,24.73,14.14,6.37,11/18/2014,11/24/2014,1
20141111,High Plains,74.05,25.95,11.17,5.63,0.36,0,11/11/2014,11/17/2014,1
20141111,Midwest,88.84,11.16,0.11,0,0,0,11/11/2014,11/17/2014,1
20141111,Northeast,83.99,16.01,2.37,0,0,0,11/11/2014,11/17/2014,1
20141111,South,43.3,56.7,33.67,18.35,7.83,2.62,11/11/2014,11/17/2014,1
20141111,Southeast,49.21,50.79,9.36,0.71,0,0,11/11/2014,11/17/2014,1
20141111,West,52.81,47.19,39.66,24.95,14.14,6.37,11/11/2014,11/17/2014,1
20141104,High Plains,77.9,22.1,11.19,5.63,0.36,0,11/4/2014,11/10/2014,1
20141104,Midwest,90.52,9.48,0.11,0,0,0,11/4/2014,11/10/2014,1
20141104,Northeast,83.99,16.01,2.37,0,0,0,11/4/2014,11/10/2014,1
20141104,South,43.16,56.84,35.25,20.83,8.33,2.7,11/4/2014,11/10/2014,1
20141104,Southeast,55.61,44.39,9.16,0.62,0,0,11/4/2014,11/10/2014,1
20141104,West,52.79,47.21,39.68,24.95,14.14,6.37,11/4/2014,11/10/2014,1
20141028,High Plains,79.69,20.31,10.69,5.65,0.36,0,10/28/2014,11/3/2014,1
20141028,Midwest,95.25,4.75,0,0,0,0,10/28/2014,11/3/2014,1
20141028,Northeast,84.12,15.88,2.37,0,0,0,10/28/2014,11/3/2014,1
20141028,South,43.89,56.11,34.58,21.54,9.07,2.74,10/28/2014,11/3/2014,1
20141028,Southeast,61.62,38.38,6.51,0.62,0,0,10/28/2014,11/3/2014,1
20141028,West,52.74,47.26,40.11,25.31,14.39,6.71,10/28/2014,11/3/2014,1
20141021,High Plains,80.15,19.85,10.41,5.65,0.36,0,10/21/2014,10/27/2014,1
20141021,Midwest,96.32,3.68,0,0,0,0,10/21/2014,10/27/2014,1
20141021,Northeast,65.58,34.42,3.73,0,0,0,10/21/2014,10/27/2014,1
20141021,South,48.9,51.1,34.26,21.27,8.6,2.1,10/21/2014,10/27/2014,1
20141021,Southeast,69.72,30.28,6.51,0.62,0,0,10/21/2014,10/27/2014,1
20141021,West,50.8,49.2,40.5,25.45,14.39,6.71,10/21/2014,10/27/2014,1
20141014,High Plains,80.03,19.97,10.41,5.65,0.36,0,10/14/2014,10/20/2014,1
20141014,Midwest,96.71,3.29,0,0,0,0,10/14/2014,10/20/2014,1
20141014,Northeast,59.34,40.66,3.73,0,0,0,10/14/2014,10/20/2014,1
20141014,South,49.39,50.61,34.18,21.27,8.32,2.1,10/14/2014,10/20/2014,1
20141014,Southeast,66.86,33.14,6.5,0.62,0,0,10/14/2014,10/20/2014,1
20141014,West,50.71,49.29,40.5,25.63,14.89,6.71,10/14/2014,10/20/2014,1
20141007,High Plains,79.44,20.56,11.73,5.98,0.83,0,10/7/2014,10/13/2014,1
20141007,Midwest,90.58,9.42,0.38,0,0,0,10/7/2014,10/13/2014,1
20141007,Northeast,66.66,33.34,3.54,0,0,0,10/7/2014,10/13/2014,1
20141007,South,43.22,56.78,35.69,22.64,8.75,2.1,10/7/2014,10/13/2014,1
20141007,Southeast,59.5,40.5,8.95,1.19,0,0,10/7/2014,10/13/2014,1
20141007,West,50.31,49.69,40.42,25.97,14.89,6.71,10/7/2014,10/13/2014,1
20140930,High Plains,78.99,21.01,12.14,5.98,0.86,0,9/30/2014,10/6/2014,1
20140930,Midwest,90.69,9.31,0.38,0,0,0,9/30/2014,10/6/2014,1
20140930,Northeast,65.91,34.09,3.54,0,0,0,9/30/2014,10/6/2014,1
20140930,South,41.74,58.26,35.5,22.66,8.47,1.98,9/30/2014,10/6/2014,1
20140930,Southeast,54.9,45.1,9.23,1.19,0,0,9/30/2014,10/6/2014,1
20140930,West,50.14,49.86,40.4,25.97,14.89,6.71,9/30/2014,10/6/2014,1
20140923,High Plains,77.83,22.17,12.48,5.37,0.8,0,9/23/2014,9/29/2014,1
20140923,Midwest,94.24,5.76,0.25,0,0,0,9/23/2014,9/29/2014,1
20140923,Northeast,71.91,28.09,2.91,0,0,0,9/23/2014,9/29/2014,1
20140923,South,47.73,52.27,35.79,20.98,7.56,1.21,9/23/2014,9/29/2014,1
20140923,Southeast,59.39,40.61,6.52,1.34,0,0,9/23/2014,9/29/2014,1
20140923,West,50.18,49.82,40.92,26.18,14.92,6.71,9/23/2014,9/29/2014,1
20140916,High Plains,77.31,22.69,12.71,5.67,0.87,0,9/16/2014,9/22/2014,1
20140916,Midwest,94.32,5.68,0.25,0,0,0,9/16/2014,9/22/2014,1
20140916,Northeast,86.96,13.04,0,0,0,0,9/16/2014,9/22/2014,1
20140916,South,44.51,55.49,37.98,23.4,8.17,1.21,9/16/2014,9/22/2014,1
20140916,Southeast,64.4,35.6,6.29,1.96,0,0,9/16/2014,9/22/2014,1
20140916,West,49.26,50.74,41.46,28.14,14.81,6.71,9/16/2014,9/22/2014,1
20140909,High Plains,75.75,24.25,12.74,5.67,1.43,0,9/9/2014,9/15/2014,1
20140909,Midwest,93.6,6.4,0.25,0,0,0,9/9/2014,9/15/2014,1
20140909,Northeast,90.34,9.66,0,0,0,0,9/9/2014,9/15/2014,1
20140909,South,42,58,38.6,24.06,8.59,1.08,9/9/2014,9/15/2014,1
20140909,Southeast,65.41,34.59,6.29,2.14,0,0,9/9/2014,9/15/2014,1
20140909,West,48.67,51.33,41.54,28.57,14.78,6.71,9/9/2014,9/15/2014,1
20140902,High Plains,73.3,26.7,17.13,6.15,1.43,0,9/2/2014,9/8/2014,1
