date,Average Temperature,departure Average Temperature,region,Precipitation,departure Precipitation,Maximum Temperature,departure Maximum Temperature,Minimum Temperature,departure Minimum Temperature
2015-01-01,18.7,-2.6,Northeast Climate Region,2.91,-0.24,28.4,-2.1,9.0,-3.2
2015-02-01,12.1,-10.4,Northeast Climate Region,1.90,-0.82,23.0,-9.5,1.2,-11.4
2015-03-01,27.8,-4.5,Northeast Climate Region,2.45,-0.96,38.5,-3.8,17.2,-5.2
2015-04-01,44.6,0.8,Northeast Climate Region,3.20,-0.30,55.9,1.2,33.3,0.3
2015-05-01,61.2,6.0,Northeast Climate Region,2.46,-1.20,74.2,7.1,48.2,4.9
2015-06-01,63.8,-0.2,Northeast Climate Region,7.57,3.70,73.8,-1.8,53.9,1.4
2015-07-01,69.0,0.1,Northeast Climate Region,3.79,-0.19,79.8,-0.4,58.3,0.7
2015-08-01,68.8,2.1,Northeast Climate Region,3.02,-0.82,79.9,2.0,57.7,2.1
2015-09-01,65.4,5.8,Northeast Climate Region,4.51,0.82,77.0,6.3,53.8,5.3
2015-10-01,48.4,-0.3,Northeast Climate Region,3.93,0.53,58.8,-0.7,37.9,0.0
2015-11-01,43.1,5.9,Northeast Climate Region,2.21,-1.29,52.9,7.2,33.3,4.6
2015-12-01,39.4,13.7,Northeast Climate Region,4.53,1.21,46.8,12.9,32.1,14.7
2016-01-01,24.7,3.4,Northeast Climate Region,2.24,-0.91,33.4,2.9,16.0,3.8
2016-02-01,28.1,5.6,Northeast Climate Region,4.36,1.64,38.0,5.5,18.3,5.7
2016-03-01,38.8,6.5,Northeast Climate Region,2.50,-0.91,49.5,7.2,28.1,5.7
2016-04-01,43.4,-0.4,Northeast Climate Region,2.57,-0.93,55.5,0.8,31.2,-1.8
2016-05-01,56.2,1.0,Northeast Climate Region,3.26,-0.40,67.4,0.3,45.0,1.7
2016-06-01,65.1,1.1,Northeast Climate Region,3.09,-0.78,77.0,1.4,53.2,0.7
2016-07-01,71.2,2.3,Northeast Climate Region,3.79,-0.19,82.6,2.4,59.9,2.3
2016-08-01,71.4,4.7,Northeast Climate Region,4.03,0.19,82.4,4.5,60.4,4.8
2016-09-01,63.8,4.2,Northeast Climate Region,2.89,-0.80,75.4,4.7,52.3,3.8
2016-10-01,51.4,2.7,Northeast Climate Region,4.36,0.96,61.4,1.9,41.5,3.6
2016-11-01,41.0,3.8,Northeast Climate Region,2.49,-1.01,50.4,4.7,31.6,2.9
2016-12-01,28.3,2.6,Northeast Climate Region,3.73,0.41,36.2,2.3,20.4,3.0
2017-01-01,28.9,7.6,Northeast Climate Region,3.54,0.39,36.2,5.7,21.6,9.4
2017-02-01,31.4,8.9,Northeast Climate Region,2.59,-0.13,41.2,8.7,21.6,9.0
2017-03-01,30.3,-2.0,Northeast Climate Region,3.46,0.05,40.0,-2.3,20.7,-1.7
2017-04-01,49.7,5.9,Northeast Climate Region,4.40,0.90,60.5,5.8,38.9,5.9
2017-05-01,54.9,-0.3,Northeast Climate Region,5.88,2.22,64.9,-2.2,45.0,1.7
2017-06-01,65.0,1.0,Northeast Climate Region,4.38,0.51,76.1,0.5,53.9,1.4
2017-07-01,69.3,0.4,Northeast Climate Region,5.02,1.04,79.6,-0.6,59.1,1.5
2017-08-01,66.4,-0.3,Northeast Climate Region,3.57,-0.27,77.4,-0.5,55.5,-0.1
2017-09-01,63.3,3.7,Northeast Climate Region,2.52,-1.17,74.3,3.6,52.3,3.8
2017-10-01,55.4,6.7,Northeast Climate Region,5.83,2.43,66.4,6.9,44.5,6.6
2017-11-01,37.4,0.2,Northeast Climate Region,2.56,-0.94,46.6,0.9,28.1,-0.6
2017-12-01,24.2,-1.5,Northeast Climate Region,2.49,-0.83,32.0,-1.9,16.4,-1.0
2018-01-01,21.0,-0.3,Northeast Climate Region,3.66,0.51,30.4,-0.1,11.5,-0.7
1992-01-01,21.3,8.4,Upper Midwest Climate Region,0.96,-0.18,29.1,6.9,13.6,9.9
1992-02-01,25.8,8.8,Upper Midwest Climate Region,1.00,-0.02,33.4,6.3,18.3,11.4
1992-03-01,31.7,2.8,Upper Midwest Climate Region,1.79,0.08,41.2,2.2,22.1,3.3
1992-04-01,41.1,-2.1,Upper Midwest Climate Region,2.80,0.30,50.6,-4.0,31.7,-0.2
1992-05-01,57.0,1.6,Upper Midwest Climate Region,1.82,-1.59,70.4,2.7,43.7,0.5
1992-06-01,62.5,-2.4,Upper Midwest Climate Region,2.67,-1.38,74.6,-2.1,50.4,-2.7
1992-07-01,63.8,-6.0,Upper Midwest Climate Region,5.33,1.76,73.9,-7.8,53.7,-4.2
1992-08-01,63.1,-4.2,Upper Midwest Climate Region,3.27,-0.26,74.4,-4.7,51.8,-3.8
1992-09-01,57.2,-1.6,Upper Midwest Climate Region,4.51,1.15,68.3,-2.0,46.1,-1.3
1992-10-01,46.0,-1.4,Upper Midwest Climate Region,1.66,-0.62,57.1,-1.2,34.8,-1.7
1992-11-01,30.7,-1.3,Upper Midwest Climate Region,3.39,1.55,35.9,-4.5,25.4,1.8
1992-12-01,20.4,1.8,Upper Midwest Climate Region,1.67,0.42,27.8,1.0,13.0,2.6
1993-01-01,14.7,1.8,Upper Midwest Climate Region,1.45,0.31,23.9,1.7,5.6,1.9
1993-02-01,15.8,-1.2,Upper Midwest Climate Region,0.64,-0.38,24.9,-2.2,6.7,-0.2
1993-03-01,28.2,-0.7,Upper Midwest Climate Region,1.42,-0.29,37.8,-1.2,18.5,-0.3
1993-04-01,41.3,-1.9,Upper Midwest Climate Region,3.44,0.94,51.7,-2.9,30.9,-1.0
1993-05-01,55.2,-0.2,Upper Midwest Climate Region,4.40,0.99,66.2,-1.5,44.2,1.0
1993-06-01,62.4,-2.5,Upper Midwest Climate Region,6.37,2.32,72.8,-3.9,52.0,-1.1
1993-07-01,68.4,-1.4,Upper Midwest Climate Region,6.12,2.55,77.8,-3.9,59.0,1.1
1993-08-01,68.4,1.1,Upper Midwest Climate Region,5.22,1.69,78.6,-0.5,58.1,2.5
1993-09-01,53.6,-5.2,Upper Midwest Climate Region,3.21,-0.15,63.8,-6.5,43.4,-4.0
1993-10-01,44.7,-2.7,Upper Midwest Climate Region,1.56,-0.72,55.6,-2.7,33.8,-2.7
1993-11-01,30.2,-1.8,Upper Midwest Climate Region,1.64,-0.20,38.2,-2.2,22.2,-1.4
1993-12-01,21.4,2.8,Upper Midwest Climate Region,0.79,-0.46,28.5,1.7,14.3,3.9
1994-01-01,4.5,-8.4,Upper Midwest Climate Region,1.30,0.16,14.0,-8.2,-5.0,-8.7
1994-02-01,11.7,-5.3,Upper Midwest Climate Region,0.97,-0.05,22.1,-5.0,1.3,-5.6
1994-03-01,32.3,3.4,Upper Midwest Climate Region,0.75,-0.96,42.4,3.4,22.2,3.4
1994-04-01,44.2,1.0,Upper Midwest Climate Region,3.10,0.60,56.4,1.8,31.9,0.0
1994-05-01,56.5,1.1,Upper Midwest Climate Region,1.93,-1.48,69.7,2.0,43.3,0.1
1994-06-01,66.9,2.0,Upper Midwest Climate Region,4.77,0.72,78.5,1.8,55.3,2.2
1994-07-01,67.6,-2.2,Upper Midwest Climate Region,4.46,0.89,78.0,-3.7,57.1,-0.8
1994-08-01,64.9,-2.4,Upper Midwest Climate Region,3.96,0.43,75.8,-3.3,54.0,-1.6
1994-09-01,61.3,2.5,Upper Midwest Climate Region,3.63,0.27,72.0,1.7,50.5,3.1
1994-10-01,50.1,2.7,Upper Midwest Climate Region,2.22,-0.06,59.9,1.6,40.3,3.8
1994-11-01,36.7,4.7,Upper Midwest Climate Region,2.24,0.40,45.4,5.0,28.0,4.4
1994-12-01,25.2,6.6,Upper Midwest Climate Region,0.73,-0.52,33.0,6.2,17.4,7.0
1995-01-01,16.9,4.0,Upper Midwest Climate Region,1.05,-0.09,24.4,2.2,9.4,5.7
1995-02-01,18.1,1.1,Upper Midwest Climate Region,0.52,-0.50,28.0,0.9,8.3,1.4
1995-03-01,32.5,3.6,Upper Midwest Climate Region,2.11,0.40,42.2,3.2,22.8,4.0
1995-04-01,39.5,-3.7,Upper Midwest Climate Region,3.12,0.62,49.5,-5.1,29.5,-2.4
1995-05-01,54.1,-1.3,Upper Midwest Climate Region,3.71,0.30,65.4,-2.3,42.7,-0.5
1995-06-01,68.6,3.7,Upper Midwest Climate Region,2.58,-1.47,80.3,3.6,56.8,3.7
1995-07-01,70.2,0.4,Upper Midwest Climate Region,4.19,0.62,81.3,-0.4,59.0,1.1
1995-08-01,71.9,4.6,Upper Midwest Climate Region,4.83,1.30,82.0,2.9,61.8,6.2
1995-09-01,57.1,-1.7,Upper Midwest Climate Region,2.63,-0.73,69.0,-1.3,45.2,-2.2
1995-10-01,47.5,0.1,Upper Midwest Climate Region,3.68,1.40,57.0,-1.3,38.0,1.5
1995-11-01,25.6,-6.4,Upper Midwest Climate Region,1.96,0.12,33.6,-6.8,17.6,-6.0
1995-12-01,17.5,-1.1,Upper Midwest Climate Region,1.02,-0.23,25.4,-1.4,9.7,-0.7
1996-01-01,9.9,-3.0,Upper Midwest Climate Region,2.02,0.88,20.4,-1.8,-0.6,-4.3
1996-02-01,16.9,-0.1,Upper Midwest Climate Region,0.80,-0.22,26.8,-0.3,7.0,0.1
1996-03-01,23.8,-5.1,Upper Midwest Climate Region,1.26,-0.45,34.5,-4.5,13.0,-5.8
1996-04-01,39.5,-3.7,Upper Midwest Climate Region,2.03,-0.47,50.7,-3.9,28.3,-3.6
1996-05-01,52.6,-2.8,Upper Midwest Climate Region,3.82,0.41,63.2,-4.5,41.9,-1.3
1996-06-01,65.8,0.9,Upper Midwest Climate Region,4.89,0.84,76.4,-0.3,55.2,2.1
1996-07-01,66.8,-3.0,Upper Midwest Climate Region,3.58,0.01,77.8,-3.9,55.8,-2.1
1996-08-01,68.0,0.7,Upper Midwest Climate Region,2.75,-0.78,79.4,0.3,56.4,0.8
1996-09-01,59.0,0.2,Upper Midwest Climate Region,2.96,-0.40,69.4,-0.9,48.5,1.1
1996-10-01,47.6,0.2,Upper Midwest Climate Region,3.26,0.98,58.7,0.4,36.4,-0.1
1996-11-01,25.8,-6.2,Upper Midwest Climate Region,2.57,0.73,33.0,-7.4,18.6,-5.0
1996-12-01,17.1,-1.5,Upper Midwest Climate Region,1.70,0.45,23.9,-2.9,10.2,-0.2
1997-01-01,11.3,-1.6,Upper Midwest Climate Region,1.87,0.73,20.2,-2.0,2.4,-1.3
1997-02-01,20.4,3.4,Upper Midwest Climate Region,1.27,0.25,29.6,2.5,11.3,4.4
1997-03-01,29.3,0.4,Upper Midwest Climate Region,1.63,-0.08,39.1,0.1,19.5,0.7
1997-04-01,40.9,-2.3,Upper Midwest Climate Region,1.54,-0.96,52.4,-2.2,29.4,-2.5
1997-05-01,50.1,-5.3,Upper Midwest Climate Region,3.11,-0.30,61.6,-6.1,38.5,-4.7
1997-06-01,67.2,2.3,Upper Midwest Climate Region,3.82,-0.23,79.5,2.8,54.9,1.8
1997-07-01,69.0,-0.8,Upper Midwest Climate Region,4.09,0.52,79.7,-2.0,58.3,0.4
1997-08-01,65.2,-2.1,Upper Midwest Climate Region,3.38,-0.15,75.8,-3.3,54.7,-0.9
1997-09-01,60.4,1.6,Upper Midwest Climate Region,2.89,-0.47,71.5,1.2,49.3,1.9
1997-10-01,48.1,0.7,Upper Midwest Climate Region,2.48,0.20,58.9,0.6,37.3,0.8
1997-11-01,29.6,-2.4,Upper Midwest Climate Region,1.09,-0.75,36.5,-3.9,22.8,-0.8
1997-12-01,26.3,7.7,Upper Midwest Climate Region,0.71,-0.54,32.4,5.6,20.3,9.9
1998-01-01,19.9,7.0,Upper Midwest Climate Region,1.58,0.44,26.7,4.5,13.2,9.5
1998-02-01,31.5,14.5,Upper Midwest Climate Region,1.37,0.35,38.2,11.1,24.8,17.9
1998-03-01,30.7,1.8,Upper Midwest Climate Region,3.02,1.31,38.7,-0.3,22.7,3.9
1998-04-01,47.2,4.0,Upper Midwest Climate Region,2.42,-0.08,59.0,4.4,35.5,3.6
1998-05-01,61.6,6.2,Upper Midwest Climate Region,3.44,0.03,74.4,6.7,48.7,5.5
1998-06-01,63.9,-1.0,Upper Midwest Climate Region,5.57,1.52,74.2,-2.5,53.6,0.5
1998-07-01,70.1,0.3,Upper Midwest Climate Region,2.56,-1.01,81.4,-0.3,58.8,0.9
1998-08-01,69.8,2.5,Upper Midwest Climate Region,3.78,0.25,80.7,1.6,58.9,3.3
1998-09-01,63.9,5.1,Upper Midwest Climate Region,2.07,-1.29,76.7,6.4,51.1,3.7
1998-10-01,49.8,2.4,Upper Midwest Climate Region,3.73,1.45,59.7,1.4,39.8,3.3
1998-11-01,36.7,4.7,Upper Midwest Climate Region,1.81,-0.03,44.3,3.9,29.1,5.5
1998-12-01,25.3,6.7,Upper Midwest Climate Region,0.83,-0.42,34.7,7.9,15.9,5.5
1999-01-01,13.0,0.1,Upper Midwest Climate Region,1.89,0.75,21.4,-0.8,4.6,0.9
1999-02-01,27.0,10.0,Upper Midwest Climate Region,0.94,-0.08,35.9,8.8,18.1,11.2
1999-03-01,32.0,3.1,Upper Midwest Climate Region,0.92,-0.79,42.7,3.7,21.4,2.6
1999-04-01,46.5,3.3,Upper Midwest Climate Region,3.98,1.48,57.2,2.6,35.8,3.9
1999-05-01,58.1,2.7,Upper Midwest Climate Region,4.50,1.09,69.4,1.7,46.7,3.5
1999-06-01,66.1,1.2,Upper Midwest Climate Region,4.40,0.35,76.8,0.1,55.2,2.1
1999-07-01,72.9,3.1,Upper Midwest Climate Region,5.80,2.23,83.8,2.1,62.0,4.1
1999-08-01,66.8,-0.5,Upper Midwest Climate Region,3.34,-0.19,77.5,-1.6,56.0,0.4
1999-09-01,58.6,-0.2,Upper Midwest Climate Region,2.61,-0.75,70.7,0.4,46.4,-1.0
1999-10-01,46.5,-0.9,Upper Midwest Climate Region,1.24,-1.04,58.4,0.1,34.6,-1.9
1999-11-01,40.3,8.3,Upper Midwest Climate Region,0.88,-0.96,51.3,10.9,29.3,5.7
1999-12-01,24.2,5.6,Upper Midwest Climate Region,0.92,-0.33,33.1,6.3,15.2,4.8
2000-01-01,15.9,3.0,Upper Midwest Climate Region,1.00,-0.14,25.7,3.5,6.1,2.4
2000-02-01,26.4,9.4,Upper Midwest Climate Region,1.25,0.23,36.3,9.2,16.4,9.5
2000-03-01,38.9,10.0,Upper Midwest Climate Region,1.29,-0.42,49.9,10.9,27.8,9.0
2000-04-01,44.0,0.8,Upper Midwest Climate Region,2.01,-0.49,55.8,1.2,32.2,0.3
2000-05-01,58.1,2.7,Upper Midwest Climate Region,4.00,0.59,70.0,2.3,46.2,3.0
2000-06-01,63.6,-1.3,Upper Midwest Climate Region,5.50,1.45,74.5,-2.2,52.8,-0.3
2000-07-01,68.6,-1.2,Upper Midwest Climate Region,3.90,0.33,79.2,-2.5,58.0,0.1
2000-08-01,68.4,1.1,Upper Midwest Climate Region,3.21,-0.32,79.2,0.1,57.5,1.9
2000-09-01,59.0,0.2,Upper Midwest Climate Region,2.71,-0.65,71.1,0.8,47.0,-0.4
2000-10-01,50.8,3.4,Upper Midwest Climate Region,1.62,-0.66,62.0,3.7,39.6,3.1
2000-11-01,31.9,-0.1,Upper Midwest Climate Region,2.82,0.98,38.7,-1.7,25.0,1.4
2000-12-01,8.6,-10.0,Upper Midwest Climate Region,1.59,0.34,17.2,-9.6,0.0,-10.4
2001-01-01,19.4,6.5,Upper Midwest Climate Region,1.13,-0.01,27.9,5.7,11.0,7.3
2001-02-01,14.5,-2.5,Upper Midwest Climate Region,1.87,0.85,24.2,-2.9,4.9,-2.0
2001-03-01,27.6,-1.3,Upper Midwest Climate Region,0.78,-0.93,36.9,-2.1,18.2,-0.6
2001-04-01,46.8,3.6,Upper Midwest Climate Region,4.33,1.83,58.0,3.4,35.7,3.8
2001-05-01,57.8,2.4,Upper Midwest Climate Region,5.06,1.65,68.9,1.2,46.6,3.4
2001-06-01,65.5,0.6,Upper Midwest Climate Region,3.97,-0.08,76.5,-0.2,54.5,1.4
2001-07-01,70.9,1.1,Upper Midwest Climate Region,2.84,-0.73,82.4,0.7,59.3,1.4
2001-08-01,70.2,2.9,Upper Midwest Climate Region,3.41,-0.12,81.7,2.6,58.6,3.0
2001-09-01,58.3,-0.5,Upper Midwest Climate Region,3.52,0.16,69.1,-1.2,47.5,0.1
2001-10-01,46.9,-0.5,Upper Midwest Climate Region,3.00,0.72,57.3,-1.0,36.4,-0.1
2001-11-01,43.5,11.5,Upper Midwest Climate Region,2.08,0.24,53.1,12.7,33.9,10.3
2001-12-01,27.5,8.9,Upper Midwest Climate Region,1.09,-0.16,35.0,8.2,20.0,9.6
2002-01-01,23.9,11.0,Upper Midwest Climate Region,0.53,-0.61,32.4,10.2,15.4,11.7
2002-02-01,26.6,9.6,Upper Midwest Climate Region,1.27,0.25,36.3,9.2,16.9,10.0
2002-03-01,25.0,-3.9,Upper Midwest Climate Region,1.75,0.04,35.0,-4.0,15.1,-3.7
2002-04-01,43.5,0.3,Upper Midwest Climate Region,3.29,0.79,54.1,-0.5,33.0,1.1
2002-05-01,51.6,-3.8,Upper Midwest Climate Region,3.20,-0.21,63.5,-4.2,39.6,-3.6
2002-06-01,67.7,2.8,Upper Midwest Climate Region,4.73,0.68,78.8,2.1,56.7,3.6
2002-07-01,73.3,3.5,Upper Midwest Climate Region,4.11,0.54,84.6,2.9,61.9,4.0
2002-08-01,68.0,0.7,Upper Midwest Climate Region,4.84,1.31,78.8,-0.3,57.2,1.6
2002-09-01,62.5,3.7,Upper Midwest Climate Region,2.65,-0.71,74.1,3.8,50.8,3.4
2002-10-01,42.1,-5.3,Upper Midwest Climate Region,3.23,0.95,50.8,-7.5,33.4,-3.1
2002-11-01,31.5,-0.5,Upper Midwest Climate Region,0.58,-1.26,40.0,-0.4,23.0,-0.6
2002-12-01,24.7,6.1,Upper Midwest Climate Region,0.58,-0.67,33.1,6.3,16.2,5.8
2003-01-01,14.4,1.5,Upper Midwest Climate Region,0.44,-0.70,23.1,0.9,5.7,2.0
2003-02-01,14.5,-2.5,Upper Midwest Climate Region,0.71,-0.31,25.2,-1.9,3.8,-3.1
2003-03-01,29.4,0.5,Upper Midwest Climate Region,1.40,-0.31,40.5,1.5,18.3,-0.5
2003-04-01,44.3,1.1,Upper Midwest Climate Region,2.64,0.14,56.4,1.8,32.3,0.4
2003-05-01,54.7,-0.7,Upper Midwest Climate Region,4.18,0.77,66.6,-1.1,42.8,-0.4
2003-06-01,64.0,-0.9,Upper Midwest Climate Region,3.80,-0.25,75.8,-0.9,52.2,-0.9
2003-07-01,69.4,-0.4,Upper Midwest Climate Region,3.45,-0.12,80.9,-0.8,57.9,0.0
2003-08-01,70.7,3.4,Upper Midwest Climate Region,1.74,-1.79,82.8,3.7,58.6,3.0
2003-09-01,59.3,0.5,Upper Midwest Climate Region,3.10,-0.26,71.1,0.8,47.4,0.0
2003-10-01,48.1,0.7,Upper Midwest Climate Region,1.42,-0.86,59.6,1.3,36.5,0.0
2003-11-01,32.6,0.6,Upper Midwest Climate Region,2.83,0.99,40.5,0.1,24.7,1.1
2003-12-01,25.0,6.4,Upper Midwest Climate Region,1.24,-0.01,32.6,5.8,17.4,7.0
2004-01-01,11.2,-1.7,Upper Midwest Climate Region,1.10,-0.04,20.0,-2.2,2.5,-1.2
2004-02-01,20.3,3.3,Upper Midwest Climate Region,1.17,0.15,29.6,2.5,11.0,4.1
2004-03-01,34.5,5.6,Upper Midwest Climate Region,2.75,1.04,43.6,4.6,25.4,6.6
2004-04-01,45.6,2.4,Upper Midwest Climate Region,1.81,-0.69,58.4,3.8,32.9,1.0
2004-05-01,54.3,-1.1,Upper Midwest Climate Region,6.75,3.34,65.6,-2.1,43.0,-0.2
2004-06-01,62.6,-2.3,Upper Midwest Climate Region,3.45,-0.60,73.8,-2.9,51.5,-1.6
2004-07-01,67.5,-2.3,Upper Midwest Climate Region,3.78,0.21,78.3,-3.4,56.7,-1.2
2004-08-01,62.9,-4.4,Upper Midwest Climate Region,3.36,-0.17,73.9,-5.2,51.9,-3.7
2004-09-01,63.5,4.7,Upper Midwest Climate Region,3.13,-0.23,75.4,5.1,51.6,4.2
2004-10-01,48.7,1.3,Upper Midwest Climate Region,3.05,0.77,58.6,0.3,38.8,2.3
2004-11-01,37.0,5.0,Upper Midwest Climate Region,1.70,-0.14,45.5,5.1,28.5,4.9
2004-12-01,21.3,2.7,Upper Midwest Climate Region,1.42,0.17,30.0,3.2,12.6,2.2
2005-01-01,13.9,1.0,Upper Midwest Climate Region,1.78,0.64,22.3,0.1,5.6,1.9
2005-02-01,24.8,7.8,Upper Midwest Climate Region,1.27,0.25,33.7,6.6,16.0,9.1
2005-03-01,28.9,0.0,Upper Midwest Climate Region,1.03,-0.68,39.9,0.9,17.8,-1.0
2005-04-01,48.7,5.5,Upper Midwest Climate Region,2.06,-0.44,61.0,6.4,36.3,4.4
2005-05-01,53.6,-1.8,Upper Midwest Climate Region,3.24,-0.17,64.4,-3.3,42.7,-0.5
2005-06-01,69.5,4.6,Upper Midwest Climate Region,4.51,0.46,80.5,3.8,58.4,5.3
2005-07-01,71.5,1.7,Upper Midwest Climate Region,3.10,-0.47,83.1,1.4,59.8,1.9
2005-08-01,68.5,1.2,Upper Midwest Climate Region,2.98,-0.55,79.9,0.8,57.0,1.4
2005-09-01,63.8,5.0,Upper Midwest Climate Region,3.85,0.49,75.9,5.6,51.7,4.3
2005-10-01,49.9,2.5,Upper Midwest Climate Region,2.22,-0.06,60.7,2.4,39.2,2.7
2005-11-01,35.6,3.6,Upper Midwest Climate Region,2.83,0.99,44.7,4.3,26.5,2.9
2005-12-01,19.1,0.5,Upper Midwest Climate Region,1.29,0.04,25.4,-1.4,12.8,2.4
2006-01-01,28.1,15.2,Upper Midwest Climate Region,1.38,0.24,34.8,12.6,21.3,17.6
2006-02-01,19.0,2.0,Upper Midwest Climate Region,0.82,-0.20,29.0,1.9,9.0,2.1
2006-03-01,32.2,3.3,Upper Midwest Climate Region,2.23,0.52,41.3,2.3,23.0,4.2
2006-04-01,49.7,6.5,Upper Midwest Climate Region,2.88,0.38,62.0,7.4,37.4,5.5
2006-05-01,57.4,2.0,Upper Midwest Climate Region,3.38,-0.03,68.4,0.7,46.4,3.2
2006-06-01,66.2,1.3,Upper Midwest Climate Region,2.47,-1.58,78.3,1.6,54.1,1.0
2006-07-01,73.3,3.5,Upper Midwest Climate Region,3.02,-0.55,85.4,3.7,61.1,3.2
2006-08-01,68.8,1.5,Upper Midwest Climate Region,4.14,0.61,79.7,0.6,57.8,2.2
2006-09-01,57.4,-1.4,Upper Midwest Climate Region,3.44,0.08,68.0,-2.3,46.7,-0.7
2006-10-01,44.2,-3.2,Upper Midwest Climate Region,2.23,-0.05,54.2,-4.1,34.1,-2.4
2006-11-01,36.2,4.2,Upper Midwest Climate Region,1.59,-0.25,45.0,4.6,27.3,3.7
2006-12-01,27.9,9.3,Upper Midwest Climate Region,1.93,0.68,35.5,8.7,20.3,9.9
2007-01-01,19.5,6.6,Upper Midwest Climate Region,1.05,-0.09,27.7,5.5,11.4,7.7
2007-02-01,12.0,-5.0,Upper Midwest Climate Region,1.19,0.17,20.6,-6.5,3.4,-3.5
2007-03-01,35.3,6.4,Upper Midwest Climate Region,2.43,0.72,45.2,6.2,25.3,6.5
2007-04-01,42.9,-0.3,Upper Midwest Climate Region,3.03,0.53,54.2,-0.4,31.6,-0.3
2007-05-01,59.9,4.5,Upper Midwest Climate Region,3.30,-0.11,72.4,4.7,47.4,4.2
2007-06-01,67.8,2.9,Upper Midwest Climate Region,3.20,-0.85,79.8,3.1,55.8,2.7
2007-07-01,70.4,0.6,Upper Midwest Climate Region,2.61,-0.96,82.4,0.7,58.4,0.5
2007-08-01,69.2,1.9,Upper Midwest Climate Region,5.97,2.44,80.0,0.9,58.4,2.8
2007-09-01,61.4,2.6,Upper Midwest Climate Region,3.35,-0.01,73.4,3.1,49.4,2.0
2007-10-01,52.7,5.3,Upper Midwest Climate Region,4.61,2.33,62.3,4.0,43.0,6.5
2007-11-01,33.5,1.5,Upper Midwest Climate Region,0.57,-1.27,42.1,1.7,25.0,1.4
2007-12-01,17.6,-1.0,Upper Midwest Climate Region,2.12,0.87,25.3,-1.5,10.0,-0.4
2008-01-01,14.9,2.0,Upper Midwest Climate Region,1.24,0.10,23.6,1.4,6.2,2.5
2008-02-01,14.0,-3.0,Upper Midwest Climate Region,1.45,0.43,23.9,-3.2,4.0,-2.9
2008-03-01,26.7,-2.2,Upper Midwest Climate Region,1.11,-0.60,36.7,-2.3,16.8,-2.0
2008-04-01,43.1,-0.1,Upper Midwest Climate Region,4.29,1.79,53.8,-0.8,32.5,0.6
2008-05-01,52.8,-2.6,Upper Midwest Climate Region,3.42,0.01,65.3,-2.4,40.4,-2.8
2008-06-01,65.1,0.2,Upper Midwest Climate Region,6.01,1.96,76.1,-0.6,54.2,1.1
2008-07-01,69.6,-0.2,Upper Midwest Climate Region,4.02,0.45,80.8,-0.9,58.3,0.4
2008-08-01,67.4,0.1,Upper Midwest Climate Region,1.88,-1.65,79.7,0.6,55.1,-0.5
2008-09-01,60.6,1.8,Upper Midwest Climate Region,3.81,0.45,71.6,1.3,49.6,2.2
2008-10-01,47.4,0.0,Upper Midwest Climate Region,2.82,0.54,57.7,-0.6,37.1,0.6
2008-11-01,33.9,1.9,Upper Midwest Climate Region,1.68,-0.16,41.7,1.3,26.1,2.5
2008-12-01,13.7,-4.9,Upper Midwest Climate Region,2.42,1.17,23.4,-3.4,4.0,-6.4
2009-01-01,7.9,-5.0,Upper Midwest Climate Region,0.79,-0.35,18.2,-4.0,-2.5,-6.2
2009-02-01,20.6,3.6,Upper Midwest Climate Region,1.31,0.29,30.7,3.6,10.5,3.6
2009-03-01,30.6,1.7,Upper Midwest Climate Region,2.52,0.81,41.0,2.0,20.3,1.5
2009-04-01,43.5,0.3,Upper Midwest Climate Region,2.90,0.40,54.5,-0.1,32.5,0.6
2009-05-01,55.3,-0.1,Upper Midwest Climate Region,2.69,-0.72,67.6,-0.1,42.9,-0.3
2009-06-01,64.1,-0.8,Upper Midwest Climate Region,3.81,-0.24,75.1,-1.6,53.0,-0.1
2009-07-01,64.7,-5.1,Upper Midwest Climate Region,2.94,-0.63,75.6,-6.1,53.9,-4.0
2009-08-01,65.5,-1.8,Upper Midwest Climate Region,4.66,1.13,76.2,-2.9,54.9,-0.7
2009-09-01,62.1,3.3,Upper Midwest Climate Region,1.51,-1.85,73.9,3.6,50.2,2.8
2009-10-01,42.6,-4.8,Upper Midwest Climate Region,5.45,3.17,50.0,-8.3,35.2,-1.3
2009-11-01,40.3,8.3,Upper Midwest Climate Region,0.95,-0.89,49.3,8.9,31.2,7.6
2009-12-01,17.7,-0.9,Upper Midwest Climate Region,2.14,0.89,24.9,-1.9,10.6,0.2
2010-01-01,14.1,1.2,Upper Midwest Climate Region,0.99,-0.15,21.5,-0.7,6.8,3.1
2010-02-01,17.7,0.7,Upper Midwest Climate Region,0.77,-0.25,27.2,0.1,8.3,1.4
2010-03-01,37.2,8.3,Upper Midwest Climate Region,1.02,-0.69,47.8,8.8,26.6,7.8
2010-04-01,50.9,7.7,Upper Midwest Climate Region,2.26,-0.24,63.9,9.3,38.0,6.1
2010-05-01,57.8,2.4,Upper Midwest Climate Region,3.47,0.06,69.6,1.9,46.0,2.8
2010-06-01,65.9,1.0,Upper Midwest Climate Region,6.91,2.86,76.1,-0.6,55.8,2.7
2010-07-01,71.8,2.0,Upper Midwest Climate Region,5.99,2.42,82.2,0.5,61.3,3.4
2010-08-01,71.4,4.1,Upper Midwest Climate Region,4.14,0.61,82.0,2.9,60.8,5.2
